Name,Publisher,Global_Sales
Phantasy Star Online Episode III: C.A.R.D. Revolution,Sega,0.08
Phantasy Star Online Ver. 2,Sega,0.19
Phantasy Star Portable,Sega,0.94
Phantasy Star Portable 2,Sega,0.87
Phantasy Star Universe,Sega,0.19
Phantasy Star Universe,Sega,0.12
Phantom Brave,Tecmo Koei,0.14
Phantom Brave: The Hermuda Triangle,Nippon Ichi Software,0.09
Phantom Brave: We Meet Again,Nippon Ichi Software,0.13
Phantom Crash,Phantagram,0.05
Phantom Dust,Microsoft Game Studios,0.11
Phineas and Ferb,Disney Interactive Studios,1.84
Phineas and Ferb: Across the 2nd Dimension,Disney Interactive Studios,0.57
Phineas and Ferb: Across the 2nd Dimension,Disney Interactive Studios,0.32
Phoenix Wright: Ace Attorney,Capcom,0.92
Phoenix Wright: Ace Attorney Trilogy,Capcom,0.02
Picross 3D,Nintendo,0.49
Picross DS,Nintendo,0.5
Piglet's Big Game,Gotham Games,0.05
Pikmin,Nintendo,1.63
Pikmin 2,Nintendo,1.2
Pikmin 3,Nintendo,1.11
Pillars of Eternity,Paradox Interactive,0.02
PilotWings Resort,Nintendo,0.95
Pimp My Ride,Activision,0.11
Pimp My Ride,Activision,0.11
Pinball Hall of Fame: The Gottlieb Collection,Play It,0.23
Pinball Hall of Fame: The Williams Collection,System 3 Arcade Software,0.47
Pinball Hall of Fame: The Williams Collection,Crave Entertainment,0.22
Pinball Hall of Fame: The Williams Collection,Crave Entertainment,0.12
Pinball Hall of Fame: The Williams Collection,Crave Entertainment,0.1
Ping Pals,THQ,0.11
Pirates: Legend of the Black Buccaneer,10TACLE Studios,0.02
Pirates: The Legend of Black Kat,Electronic Arts,0.14
Pirates of the Burning Sea,Koch Media,0.02
Pirates of the Caribbean,Ubisoft,0.29
Pirates of the Caribbean: At World's End,Disney Interactive Studios,0.73
Pirates of the Caribbean: At World's End,Disney Interactive Studios,0.45
Pirates of the Caribbean: At World's End,Disney Interactive Studios,0.42
Pirates of the Caribbean: At World's End,Disney Interactive Studios,0.42
Pirates of the Caribbean: At World's End,Disney Interactive Studios,0.34
Pirates of the Caribbean: Dead Man's Chest,Disney Interactive Studios,0.47
Pirates of the Caribbean: Dead Man's Chest,Disney Interactive Studios,0.28
Pirates of the Caribbean: Dead Man's Chest,Disney Interactive Studios,0.26
Pirates of the Caribbean: The Curse of the Black Pearl,TDK Mediactive,1.29
Pirates of the Caribbean: The Legend of Jack Sparrow,Ubisoft,0.25
Pitfall: The Lost Expedition,Activision,0.2
Pitfall: The Lost Expedition,Activision,0.08
Pitfall: The Lost Expedition,Activision,0.07
PixelJunk Monsters Deluxe,Sony Computer Entertainment,0.12
Planescape: Torment,Interplay,0.03
Planet 51,Sega,0.2
Planet Puzzle League,Nintendo,0.33
Plants vs. Zombies,PopCap Games,0.05
Plants vs. Zombies,PopCap Games,0.26
Plants vs. Zombies,Mastertronic,1.1
Plants vs. Zombies,PopCap Games,0.2
Plants vs. Zombies: Garden Warfare,Electronic Arts,1.08
Plants vs. Zombies: Garden Warfare,Electronic Arts,0.69
Plants vs. Zombies: Garden Warfare,Electronic Arts,0.61
Plants vs. Zombies: Garden Warfare,Electronic Arts,0.02
Plants vs. Zombies: Garden Warfare 2,Electronic Arts,0.49
Plants vs. Zombies: Garden Warfare 2,Electronic Arts,0.48
Plants vs. Zombies: Garden Warfare 2,Electronic Arts,0.05
Playboy: The Mansion,Ubisoft,0.2
Playboy: The Mansion,Ubisoft,0.09
PlayStation All-Stars Battle Royale,Sony Computer Entertainment,0.95
PlayStation All-Stars Battle Royale,Sony Computer Entertainment,0.45
PlayStation Move Heroes,Sony Computer Entertainment,0.17
PlayStation VR Worlds,Sony Computer Entertainment,0.25
Point Blank 3,Namco Bandai Games,0.02
Pokemon Art Academy,Nintendo,0.49
Pokemon Battle Revolution,Nintendo,1.58
Pokemon Channel,Nintendo,0.38
Pokémon Colosseum,Nintendo,2.54
Pokemon Conquest,Nintendo,1.02
Pokemon Dash,Nintendo,0.77
Pokémon Emerald Version,Nintendo,6.41
Pokémon Mystery Dungeon: Blue Rescue Team,Nintendo,2.02
Pokemon Mystery Dungeon: Explorers of Sky,Nintendo,1.56
Pokemon Mystery Dungeon: Gates to Infinity,Nintendo,1.27
Pokémon Platinum Version,Nintendo,7.72
Pokemon Ranger,Nintendo,2.15
Pokemon Ranger: Guardian Signs,Nintendo,1.29
Pokemon Ranger: Shadows of Almia,Nintendo,2.28
Pokemon Rumble Blast,Nintendo,1.14
Pokemon Rumble World,Nintendo,0.09
Pokemon Super Mystery Dungeon,Nintendo,1.25
Pokemon XD: Gale of Darkness,Nintendo,1.25
PokePark 2: Wonders Beyond,Nintendo,0.75
PokéPark Wii: Pikachu's Adventure,Nintendo,1.17
Pokken Tournament,Namco Bandai Games,1.01
Polarium,Nintendo,0.26
Pony Friends,Eidos Interactive,0.04
Pool Hall Pro,Playlogic Game Factory,0.05
Pool Party,SouthPeak Games,0.05
Popeye: Rush for Spinach,Atari,0.03
PoPoLoCrois,Ignition Entertainment,0.06
Portal 2,Valve Software,2.08
Portal 2,Valve,1.7
Portal 2,Valve Software,0.76
Portal Runner,3DO,0.13
Port Royale 2,Ascaron Entertainment GmbH,0.04
Post Mortem,Microids,0.02
Powerdrome,Evolved Games,0.01
Power Gig: Rise of the SixString,Unknown,0.14
Power Gig: Rise of the SixString,Unknown,0.12
Power Rangers: Dino Thunder,THQ,0.71
Power Rangers: Ninja Storm,THQ,0.33
Power Rangers: Wild Force,THQ,0.21
Power Stone Collection,Capcom,0.1
PowerUp Heroes,Ubisoft,0.3
PQ2: Practical Intelligence Quotient,D3Publisher,0.05
Praetorians,Eidos Interactive,0.04
Predator: Concrete Jungle,Vivendi Games,0.2
Predator: Concrete Jungle,Vivendi Games,0.1
Prey,Take-Two Interactive,0.32
Pride FC: Fighting Championships,THQ,0.3
Primal,Sony Computer Entertainment,0.43
Prince of Persia,Ubisoft,1.07
Prince of Persia,Ubisoft,1.01
Prince of Persia: Rival Swords,Ubisoft,0.29
Prince of Persia: Rival Swords,Ubisoft,0.11
Prince of Persia: The Fallen King,Ubisoft,0.07
Prince of Persia: The Forgotten Sands,Ubisoft,0.69
Prince of Persia: The Forgotten Sands,Ubisoft,0.62
Prince of Persia: The Forgotten Sands,Ubisoft,0.37
Prince of Persia: The Forgotten Sands,Ubisoft,0.23
Prince of Persia: The Forgotten Sands,Ubisoft,0.15
Prince of Persia: The Forgotten Sands,Ubisoft,0.03
Prince of Persia: The Sands of Time,Ubisoft,2.22
Prince of Persia: The Sands of Time,Ubisoft,0.94
Prince of Persia: The Sands of Time,Ubisoft,0.32
Prince of Persia: The Sands of Time,Ubisoft,0.15
Prince of Persia: The Two Thrones,Ubisoft,0.68
Prince of Persia: The Two Thrones,Ubisoft,0.58
Prince of Persia: The Two Thrones,Ubisoft,0.15
Prince of Persia: Warrior Within,Ubisoft,1.64
Prince of Persia: Warrior Within,Ubisoft,0.8
Prince of Persia: Warrior Within,Ubisoft,0.2
Princess Debut,Cave,0.1
Prinny: Can I Really Be the Hero?,Tecmo Koei,0.09
Prison Architect,Introversion Software,0.03
Prison Architect,Introversion Software,0.01
Prison Break: The Conspiracy,Deep Silver,0.25
Prison Break: The Conspiracy,Deep Silver,0.21
Pro Cycling Manager 2016,Focus Home Interactive,0.03
Pro Evolution Soccer 2008,Konami Digital Entertainment,3.63
Pro Evolution Soccer 2008,Konami Digital Entertainment,1.59
Pro Evolution Soccer 2008,Konami Digital Entertainment,1.07
Pro Evolution Soccer 2008,Konami Digital Entertainment,1.19
Pro Evolution Soccer 2008,Konami Digital Entertainment,0.98
Pro Evolution Soccer 2010,Konami Digital Entertainment,2.28
Pro Evolution Soccer 2010,Konami Digital Entertainment,0.81
Pro Evolution Soccer 2010,Konami Digital Entertainment,0.8
Pro Evolution Soccer 2010,Konami Digital Entertainment,0.51
Pro Evolution Soccer 2010,Konami Digital Entertainment,0.01
pro evolution soccer 2011,Konami Digital Entertainment,2.41
pro evolution soccer 2011,Konami Digital Entertainment,0.79
pro evolution soccer 2011,Konami Digital Entertainment,0.61
pro evolution soccer 2011,Konami Digital Entertainment,0.22
Pro Evolution Soccer 2011 3D,Konami Digital Entertainment,0.38
Pro Evolution Soccer 2012,Konami Digital Entertainment,2.19
Pro Evolution Soccer 2012,Konami Digital Entertainment,0.57
Pro Evolution Soccer 2012,Konami Digital Entertainment,0.5
Pro Evolution Soccer 2012,Konami Digital Entertainment,0.21
Pro Evolution Soccer 2012,Konami Digital Entertainment,0.09
Pro Evolution Soccer 2013,Konami Digital Entertainment,1.53
Pro Evolution Soccer 2013,Konami Digital Entertainment,0.31
Pro Evolution Soccer 2013,Konami Digital Entertainment,0.08
Pro Evolution Soccer 2014,Konami Digital Entertainment,0.95
Pro Evolution Soccer 2014,Konami Digital Entertainment,0.24
Pro Evolution Soccer 2014,Konami Digital Entertainment,0.1
Pro Evolution Soccer 2015,Konami Digital Entertainment,0.75
Pro Evolution Soccer 2015,Konami Digital Entertainment,0.14
Pro Evolution Soccer 2015,Konami Digital Entertainment,0.06
Pro Evolution Soccer 2016,Konami Digital Entertainment,0.79
Pro Evolution Soccer 2016,Konami Digital Entertainment,0.11
Pro Evolution Soccer 2016,Konami Digital Entertainment,0.04
Pro Evolution Soccer 2017,Konami Digital Entertainment,0.45
Pro Evolution Soccer 2017,Konami Digital Entertainment,0.05
Pro Evolution Soccer 2017,Konami Digital Entertainment,0.02
Professor Heinz Wolff's Gravity,Deep Silver,0.17
Professor Layton and the Azran Legacy,Nintendo,0.75
Professor Layton and the Curious Village,Nintendo,5.19
Professor Layton and the Diabolical Box,Nintendo,3.94
Professor Layton and the Last Specter,Nintendo,2.67
Professor Layton and the Unwound Future,Nintendo,3.26
Professor Layton vs Phoenix Wright: Ace Attorney,Level 5,0.8
Pro Fishing Challenge,Atlus,0.02
Project: Snowblind,Eidos Interactive,0.21
Project: Snowblind,Eidos Interactive,0.11
Project CARS,Slightly Mad Studios,1.09
Project CARS,Slightly Mad Studios,0.26
Project CARS,Slightly Mad Studios,0.13
Project Eden,Eidos Interactive,0.09
Project Gotham Racing,Microsoft Game Studios,2.12
Project Spark,Microsoft Game Studios,0.17
Project Sylpheed: Arc of Deception,Microsoft Game Studios,0.15
Project X Zone,Namco Bandai Games,0.39
Pro Race Driver,Codemasters,0.27
Pro Race Driver,Codemasters,0.04
Prototype: Biohazard Bundle,Activision,0.02
Prototype: Biohazard Bundle,Activision,0.01
Pryzm Chapter One: The Dark Unicorn,TDK Mediactive,0.12
Psi-Ops: The Mindgate Conspiracy,Midway Games,0.29
Psi-Ops: The Mindgate Conspiracy,Midway Games,0.17
Psychonauts,THQ,0.12
Psychonauts,Majesco Entertainment,0.09
Psycho-Pass: Mandatory Happiness,Nippon Ichi Software,0.04
Psycho-Pass: Mandatory Happiness,Nippon Ichi Software,0.02
Puchi Puchi Virus,Jaleco,0.08
Pulse Racer,Jaleco,0.02
Pump It Up: Exceed,Mastiff,0.06
Pump It Up: Exceed,Mastiff,0.02
Puppeteer,Sony Computer Entertainment Europe,0.26
Pure,Disney Interactive Studios,2.47
Pure,Disney Interactive Studios,0.89
Pure Futbol,Ubisoft,0.24
Pure Futbol,Ubisoft,0.18
Pure Pinball,XS Games,0.04
Purr Pals,THQ,0.55
Pursuit Force,Sony Computer Entertainment,0.16
Pursuit Force: Extreme Justice,Sony Computer Entertainment,0.17
Puss in Boots,THQ,0.09
Putty Squad,System 3,0.16
Puzzle de Harvest Moon,Natsume,0.13
Puzzle Kingdoms,Zoo Digital Publishing,0.13
Puzzle Quest: Challenge of the Warlords,D3Publisher,0.34
Puzzle Quest: Challenge of the Warlords,D3Publisher,0.29
Puzzle Quest: Challenge of the Warlords,D3Publisher,0.12
Puzzle Quest: Challenge of the Warlords,D3Publisher,0.02
Puzzle Quest: Galactrix,D3Publisher,0.15
Puzzle Quest 2,D3Publisher,0.11
Quake 4,Activision,0.37
Quake 4,Activision,0.02
Quake III: Revolution,Electronic Arts,0.21
Quantum Break,Microsoft Game Studios,0.56
Quantum Break,Microsoft Game Studios,0.02
Quantum Redshift,Microsoft Game Studios,0.13
Quantum Theory,Tecmo Koei,0.19
Quantum Theory,Tecmo Koei,0.09
R: Racing Evolution,Namco Bandai Games,0.28
R.U.S.E.,Ubisoft,0.5
R.U.S.E.,Ubisoft,0.27
R.U.S.E.,Ubisoft,0.27
R4: Ridge Racer Type 4,Namco Bandai Games,2.06
Rabbids Go Home,Ubisoft,1.12
Rabbids Land,Ubisoft,0.03
Race Driver 2006,Codemasters,0.03
RACE On,bitComposer Games,0.03
Race Pro,Atari,0.17
Racing Gears Advance,Zoo Digital Publishing,0.06
Racquet Sports,Ubisoft,0.34
Racquet Sports,Ubisoft,0.24
Radiant Historia,Atlus,0.29
Radiata Stories,Square Enix,0.65
Rage,Bethesda Softworks,1.6
Rage,Bethesda Softworks,1.31
Rage,Bethesda Softworks,0.37
Ragnarok DS,GungHo,0.22
Ragnarok Odyssey,GungHo,0.4
Raiden Fighters Aces,Valcon Games,0.08
Raiden IV,Moss,0.12
Railroad Tycoon 3,Gathering of Developers,0.04
Rail Simulator,Electronic Arts,0.01
RalliSport Challenge,Microsoft Game Studios,0.57
RalliSport Challenge 2,Microsoft Game Studios,0.27
Rampage: Total Destruction,Midway Games,0.4
Rampage: Total Destruction,Midway Games,0.37
Rampage: Total Destruction,Midway Games,0.21
Rango: The Video Game,Electronic Arts,0.19
Rango: The Video Game,Electronic Arts,0.13
Rapala Fishing Frenzy 2009,Activision,0.17
Rapala Fishing Frenzy 2009,Activision,0.05
Rapala Pro Fishing,Zoo Digital Publishing,0.36
Rapala Tournament Fishing!,Activision,0.03
Rare Replay,Microsoft Game Studios,0.79
Ratatouille,THQ,0.85
Ratatouille,THQ,0.66
Ratatouille,THQ,0.51
Ratatouille,THQ,0.5
Ratatouille,THQ,0.14
Ratchet: Deadlocked,Sony Computer Entertainment,1.24
Rave Master,Konami Digital Entertainment,0.05
Raven Squad: Operation Hidden Dagger,Evolved Games,0.09
Raven Squad: Operation Hidden Dagger,Evolved Games,0.02
Raving Rabbids: Travel in Time,Ubisoft,0.75
Ray Gigant,Namco Bandai Games,0.04
Rayman 2: Revolution,Ubisoft,0.3
Rayman 3,Ubisoft,0.14
Rayman 3: Hoodlum Havoc,Ubisoft,0.29
Rayman 3: Hoodlum Havoc,Ubisoft,0.07
Rayman 3: Hoodlum Havoc,Ubisoft,0.07
Rayman 3: Hoodlum Havoc,Ubisoft,0.03
Rayman 3D,Ubisoft,0.64
Rayman Advance,Ubisoft,0.5
Rayman Arena,Ubisoft,0.6
Rayman Arena,Ubisoft,0.14
Rayman DS,Ubisoft,0.26
Rayman Legends,Ubisoft,0.66
Rayman Legends,Ubisoft,0.58
Rayman Legends,Ubisoft,0.43
Rayman Legends,Ubisoft,1.01
Rayman Legends,Ubisoft,0.34
Rayman Legends,Ubisoft,0.14
Rayman Origins,Ubisoft,1
Rayman Origins,Ubisoft,0.78
Rayman Origins,Ubisoft,0.55
Rayman Origins,Ubisoft,0.54
Rayman Origins,Ubisoft,0.15
Rayman Origins,Ubisoft,0.08
Rayman Raving Rabbids,Ubisoft,1.42
Rayman Raving Rabbids,Ubisoft,0.01
Rayman Raving Rabbids,Ubisoft,0.21
Rayman Raving Rabbids,Ubisoft,0.14
Rayman Raving Rabbids: TV Party,Ubisoft,2.03
Rayman Raving Rabbids 2,Ubisoft,1.83
Rayman Raving Rabbids 2,Ubisoft,0.8
RayStorm,Sony Computer Entertainment,0.07
Raze's Hell,Majesco Entertainment,0.05
RC Revenge Pro,Acclaim Entertainment,0.17
Real Heroes: Firefighter,Rondomedia,0.64
Reality Fighters,Sony Computer Entertainment,0.12
Real Time Conflict: Shogun Empires,Namco Bandai Games,0.07
Real World Golf,Valcon Games,0.11
Rebelstar: Tactical Command,Atari,0.05
Record of Agarest War,Ghostlight,0.07
Record of Agarest War,Compile Heart,0.2
Record of Agarest War 2,Compile Heart,0.14
ReCore,Microsoft Game Studios,0.15
Red Bull BC One,Playlogic Game Factory,0.09
RedCard 20-03,Midway Games,0.07
RedCard 20-03,Midway Games,0.03
RedCard 20-03,Midway Games,0.02
Red Dead Redemption,Take-Two Interactive,6.49
Red Dead Redemption,Take-Two Interactive,6.32
Red Dead Revolver,Take-Two Interactive,1.45
Red Dead Revolver,Take-Two Interactive,0.55
Red Faction,THQ,1.92
Red Faction: Armageddon,THQ,0.45
Red Faction: Armageddon,THQ,0.39
Red Faction: Armageddon,THQ,0.09
Red Faction: Guerrilla,THQ,0.87
Red Faction: Guerrilla,THQ,0.74
Red Faction: Guerrilla,THQ,0.03
Red Faction II,THQ,1.5
Red Faction II,THQ,0.12
Red Faction II,THQ,0.03
Red Ninja: End of Honor,Vivendi Games,0.04
Red Ninja: End of Honor,Vivendi Games,0.02
Red Orchestra 2: Heroes of Stalingrad,Tripwire Interactive,0.14
Red Steel,Ubisoft,0.67
Red Steel 2,Ubisoft,0.62
Reign of Fire,BAM! Entertainment,0.27
Reign of Fire,BAM! Entertainment,0.11
Remember Me,Capcom,0.32
Remember Me,Capcom,0.18
Remember Me,Capcom,0.06
Rengoku: The Tower of Purgatory,Konami Digital Entertainment,0.11
Rengoku II:  The Stairway To H.E.A.V.E.N.,Konami Digital Entertainment,0.02
Republique,Nippon Ichi Software,0.01
Resident Evil,Virgin Interactive,5.05
Resident Evil: Dead Aim,Capcom,0.35
Resident Evil: Deadly Silence,Capcom,0.26
Resident Evil: Operation Raccoon City,Capcom,1.17
Resident Evil: Operation Raccoon City,Capcom,0.77
Resident Evil: Operation Raccoon City,Capcom,0.04
Resident Evil: Outbreak,Capcom,1.45
Resident Evil: Revelations,Capcom,0.88
Resident Evil: Revelations,Capcom,0.74
Resident Evil: Revelations,Capcom,0.26
Resident Evil: Revelations,Capcom,0.19
Resident Evil: Revelations,Capcom,0.04
Resident Evil: Revelations 2,Capcom,0.55
Resident Evil: Revelations 2,Capcom,0.1
Resident Evil: Revelations 2,Capcom,0.1
Resident Evil: Survivor,Eidos Interactive,0.71
Resident Evil: The Darkside Chronicles,Capcom,1.05
Resident Evil: The Mercenaries 3D,Capcom,0.49
Resident Evil: The Umbrella Chronicles,Capcom,1.52
Resident Evil 2,Virgin Interactive,5.82
Resident Evil 2,Capcom,0.06
Resident Evil 3: Nemesis,Capcom,0.08
Resident Evil 4,Capcom,3.62
Resident Evil 4,Capcom,1.69
Resident Evil 4,Ubisoft,0.03
Resident Evil 5,Capcom,5.09
Resident Evil 5,Capcom,3.5
Resident Evil 5,Capcom,0.07
Resident Evil 6,Capcom,3.1
Resident Evil 6,Capcom,1.95
Resident Evil 6,Capcom,0.04
Resident Evil 6,Capcom,0.08
Resident Evil 6,Capcom,0.05
Resident Evil Archives: Resident Evil,Capcom,0.3
Resident Evil Archives: Resident Evil Zero,Capcom,0.24
Resident Evil - Code: Veronica X,Capcom,2.34
Resident Evil - Code: Veronica X,Capcom,0.06
Resident Evil Outbreak File #2,Capcom,0.57
Resistance: Burning Skies,Sony Computer Entertainment,0.41
Resistance: Fall of Man,Sony Computer Entertainment,4.34
Resistance: Retribution,Sony Computer Entertainment,0.89
Resistance 2,Sony Computer Entertainment,2.46
Resistance 3,Sony Computer Entertainment,1.48
Resonance of Fate,Sega,0.73
Resonance of Fate,Sega,0.33
Retro Atari Classics,Atari,0.13
Retro Game Challenge,Namco Bandai Games,0.11
Return to Castle Wolfenstein: Operation Resurrection,Activision,0.53
Return to Castle Wolfenstein: Tides of War,Activision,0.67
Return to PopoloCrois: A Story of Seasons Fairytale,Marvelous Entertainment,0.16
Rez,Sony Computer Entertainment,0.05
Rhapsody: A Musical Adventure,Nippon Ichi Software,0.05
Rhythm Heaven,Nintendo,3.11
Ribbit King,Atari,0.09
Ride,Milestone S.r.l.,0.22
Ride,Milestone S.r.l.,0.1
Ride,Milestone S.r.l.,0.03
Ride 2,Milestone S.r.l,0.05
Ride 2,Milestone S.r.l,0.01
Ride to Hell,Deep Silver,0.06
Ride to Hell,Deep Silver,0.04
Ridge Racer,Sony Computer Entertainment,1.4
Ridge Racer,Namco Bandai Games,0.17
Ridge Racer 3D,Namco Bandai Games,0.49
Ridge Racer 6,Namco Bandai Games,0.2
Ridge Racer 7,Namco Bandai Games,1.36
Ridge Racer DS,Namco Bandai Games,0.15
Ridge Racer Unbounded,Namco Bandai Games,0.17
Ridge Racer Unbounded,Namco Bandai Games,0.11
Ridge Racer Unbounded,Namco Bandai Games,0.02
Ridge Racer V,Namco Bandai Games,1.24
Riding Spirits,BAM! Entertainment,0.26
RIFT,Unknown,0.67
RIGS: Mechanized Combat League,Sony Computer Entertainment,0.11
Ring of Red,Konami Digital Entertainment,0.11
Rio,THQ,0.09
Risen,Deep Silver,0.19
Risen,Deep Silver,0.14
Risen 2: Dark Waters,Deep Silver,0.22
Risen 2: Dark Waters,Deep Silver,0.22
Risen 2: Dark Waters,Deep Silver,0.14
Risen 3: Titan Lords,Deep Silver,0.09
Risen 3: Titan Lords,Deep Silver,0.08
Risen 3: Titan Lords,Deep Silver,0.06
Rise of Nations,Microsoft Game Studios,0.04
Rise of Nations: Rise of Legends,Microsoft Game Studios,0.03
Rise of Nightmares,Sega,0.47
Rise of the Kasai,Sony Computer Entertainment,0.19
Rise of the Tomb Raider,Square Enix,1.38
Rise of the Tomb Raider,Square Enix,0.12
Risk: Global Domination,Atari,0.38
River City Ransom EX,Atlus,0.07
Riviera: The Promised Land,Sting,0.1
Riviera: The Promised Land,505 Games,0.09
RLH: Run Like Hell,Virgin Interactive,0.1
RLH: Run Like Hell,Avalon Interactive,0.04
RoadKill,Midway Games,0.17
RoadKill,Midway Games,0.08
Road Rash: Jailbreak,Zoo Digital Publishing,0.1
Road Trip,Play It,0.09
Robin Hood: Defender of the Crown,Capcom,0.19
Robinson: The Journey,Crytek,0.12
Robocalypse,Tecmo Koei,0.07
RoboCop,Titus,0.02
Robot Alchemic Drive,Enix Corporation,0.07
Robotech: Battlecry,TDK Mediactive,0.61
Robotech: Battlecry,TDK Mediactive,0.16
Robotech: The Macross Saga,TDK Mediactive,0.21
Robots,Vivendi Games,0.36
Rock 'N Roll Racing,Activision,0.05
Rock Band 2,Electronic Arts,2.2
Rock Band 2,MTV Games,1.49
Rock Band 2,MTV Games,1.02
Rock Band 3,MTV Games,0.88
Rock Band 3,MTV Games,0.63
Rock Band 3,MTV Games,0.57
Rock Band 3,MTV Games,0.09
Rock Band 4,Harmonix Music Systems,0.47
Rock Band 4,Harmonix Music Systems,0.38
Rock Band Unplugged,MTV Games,0.48
Rocket League,505 Games,0.37
Rocket League,505 Games,0.24
Rocket League,505 Games,0.06
Rock of the Dead,Conspiracy Entertainment,0.05
Rock Revolution,Konami Digital Entertainment,0.27
Rocksmith,Ubisoft,1.12
Rocksmith,Ubisoft,1.12
Rockstar Games presents Table Tennis,Take-Two Interactive,0.75
Rockstar Games presents Table Tennis,Take-Two Interactive,1.26
Rocky,Rage Software,0.86
Rocky,Rage Software,0.15
Rocky: Legends,Ubisoft,0.27
Rocky: Legends,Ubisoft,0.1
Rocky Balboa,Ubisoft,0.1
Rodea the Sky Soldier,Nippon Ichi Software,0.12
Rodea the Sky Soldier,Nippon Ichi Software,0.04
Rogue Galaxy,Sony Computer Entertainment,0.84
Rogue Ops,Kemco,0.23
Rogue Trooper,Eidos Interactive,0.04
Rogue Trooper,Eidos Interactive,0.02
Rogue Trooper: Quartz Zone Massacre,Reef Entertainment,0.07
Rogue Warrior,Bethesda Softworks,0.13
Rogue Warrior,Bethesda Softworks,0.11
Rollcage Stage II,Sony Computer Entertainment,0.09
RollerCoaster Tycoon,Atari,0.13
RollerCoaster Tycoon 2,Atari,1.25
RollerCoaster Tycoon 3,Atari,0.27
RollerCoaster Tycoon World,Atari,0.02
