Name,Global_Sales,Critic_Score
Guitar Hero III: Legends of Rock,4.6,86
Guitar Hero III: Legends of Rock,4.53,85
Guitar Hero III: Legends of Rock,2.24,83
Guitar Hero III: Legends of Rock,0.02,79
Guitar Hero Live,0.86,80
Guitar Hero Live,0.55,81
Guitar Hero Live,0.19,84
Guitar Hero On Tour: Modern Hits,0.37,70
Gun,1.17,77
Gun,0.52,79
Gun,0.18,77
Gundam Battle Assault,0.23,61
Gungrave,0.19,65
Gungrave: Overdose,0.14,68
Gun Metal,0.11,63
Gun Showdown,0.06,73
Gunstar Super Heroes,0.07,83
Gunvalkyrie,0.17,73
Hail to the Chimp,0.06,52
Hail to the Chimp,0.05,51
Hakuoki: Demon of the Fleeting Blossom,0.09,79
Half-Life,4.12,96
Half-Life,0.6,87
Half-Life 2,2.37,96
Half-Life 2,0.61,90
Half-Minute Hero,0.18,84
Halo: Combat Evolved,6.43,97
Halo: Combat Evolved,0.04,83
Halo: Combat Evolved Anniversary,2.4,82
Halo: Reach,9.86,91
Halo: The Master Chief Collection,3.23,85
Halo 2,8.49,95
Halo 2,0.09,72
Halo 2 Multiplayer Map Pack,0.69,89
Halo 3,12.12,94
Halo 3: ODST,6.34,83
Halo 4,9.71,87
Halo 5: Guardians,4.48,84
Halo Wars,2.62,82
Hammerin' Hero,0.07,73
Hamtaro: Ham-Ham Games,0.22,77
Hamtaro: Ham-Ham Heartbreak,0.36,72
Hannah Montana: The Movie,0.21,25
Happy Feet,0.14,46
Harry Potter: Quidditch World Cup,0.9,68
Harry Potter: Quidditch World Cup,0.4,68
Harry Potter: Quidditch World Cup,0.39,53
Harry Potter: Quidditch World Cup,0.19,69
Harry Potter and the Chamber of Secrets,2.61,71
Harry Potter and the Chamber of Secrets,1.99,76
Harry Potter and the Chamber of Secrets,0.69,77
Harry Potter and the Chamber of Secrets,0.36,77
Harry Potter and the Chamber of Secrets,0.01,77
Harry Potter and the Deathly Hallows - Part 1,0.54,41
Harry Potter and the Deathly Hallows - Part 1,0.45,38
Harry Potter and the Deathly Hallows - Part 1,0.41,56
Harry Potter and the Deathly Hallows - Part 1,0.39,38
Harry Potter and the Deathly Hallows - Part 1,0.1,37
Harry Potter and the Deathly Hallows - Part 2,0.33,44
Harry Potter and the Deathly Hallows - Part 2,0.33,47
Harry Potter and the Deathly Hallows - Part 2,0.32,43
Harry Potter and the Deathly Hallows - Part 2,0.1,43
Harry Potter and the Goblet of Fire,0.65,68
Harry Potter and the Goblet of Fire,0.61,71
Harry Potter and the Goblet of Fire,0.42,69
Harry Potter and the Goblet of Fire,0.23,68
Harry Potter and the Goblet of Fire,0.23,68
Harry Potter and the Goblet of Fire,0.19,70
Harry Potter and the Half-Blood Prince,0.75,60
Harry Potter and the Half-Blood Prince,0.61,48
Harry Potter and the Half-Blood Prince,0.33,66
Harry Potter and the Half-Blood Prince,0.31,64
Harry Potter and the Half-Blood Prince,0.03,64
Harry Potter and the Order of the Phoenix,0.84,51
Harry Potter and the Order of the Phoenix,0.46,69
Harry Potter and the Order of the Phoenix,0.37,52
Harry Potter and the Order of the Phoenix,0.29,68
Harry Potter and the Order of the Phoenix,0.27,61
Harry Potter and the Order of the Phoenix,0.24,67
Harry Potter and the Order of the Phoenix,0.04,63
Harry Potter and the Prisoner of Azkaban,1.02,70
Harry Potter and the Prisoner of Azkaban,0.52,69
Harry Potter and the Prisoner of Azkaban,0.38,67
Harry Potter and the Prisoner of Azkaban,0.19,67
Harry Potter and the Prisoner of Azkaban,0.04,67
Harry Potter and the Sorcerer's Stone,3.73,64
Harry Potter and the Sorcerer's Stone,1.69,64
Harry Potter and the Sorcerer's Stone,0.06,65
Harry Potter and the Sorcerer's Stone,0.28,56
Harry Potter and the Sorcerer's Stone,0.08,62
Harry Potter and the Sorcerer's Stone,0.07,59
Harvest Moon: Animal Parade,0.73,76
Harvest Moon: Another Wonderful Life,0.24,70
Harvest Moon: A Wonderful Life,0.79,79
Harvest Moon: Back to Nature,0.32,82
Harvest Moon: Frantic Farming,0.1,72
Harvest Moon: Friends of Mineral Town,0.59,81
Harvest Moon: Hero of Leaf Valley,0.14,74
Harvest Moon: Magical Melody,0.24,83
Harvest Moon: Magical Melody,0.29,69
Harvest Moon: More Friends of Mineral Town,0.2,82
Harvest Moon: The Tale of Two Towns,0.55,68
Harvest Moon: Tree of Tranquility,0.82,65
Harvest Moon 3D: A New Beginning,0.91,74
Harvest Moon DS: Island of Happiness,0.72,65
Harvey Birdman: Attorney at Law,0.1,62
Harvey Birdman: Attorney at Law,0.08,60
Hasbro Family Game Night,1.43,63
Hasbro Family Game Night 2,1.35,63
Hatsune Miku: Project Diva f,0.23,81
Hatsune Miku: Project Diva f,0.28,73
Hatsune Miku: Project Diva F 2nd,0.32,81
Hatsune Miku: Project Diva F 2nd,0.25,78
Hatsune Miku: Project Diva X,0.12,83
Hatsune Miku: Project Diva X,0.05,78
Hatsune Miku: Project Mirai DX,0.32,80
Haunting Ground,0.07,67
Haze,0.99,55
HBO Boxing,0.21,26
Headhunter,0.38,74
Headhunter: Redemption,0.04,62
Headhunter: Redemption,0.02,59
Hearts of Iron III,0.07,77
Hearts of Iron IV,0.05,83
Heatseeker,0.1,62
Heavenly Sword,1.65,79
Heavy Fire: Afghanistan,0.18,39
Heavy Rain,3.03,87
Hellboy: The Science of Evil,0.17,47
Hellboy: The Science of Evil,0.11,44
Hellboy: The Science of Evil,0.04,42
Hellgate: London,0.02,70
Hello Kitty: Roller Rescue,0.08,64
Help Wanted: 50 Wacky Jobs,0.1,65
Henry Hatsworth in the Puzzling Adventure,0.09,82
Herbie: Fully Loaded,0.34,47
Herdy Gerdy,0.22,69
Here They Lie,0.02,62
Heroes of Might and Magic V,0.04,77
Heroes of Ruin,0.21,69
Heroes of the Pacific,0.29,76
Heroes of the Pacific,0.13,76
Heroes of the Pacific,0.02,76
Heroes over Europe,0.16,62
Heroes over Europe,0.14,62
Hexyz Force,0.14,68
Hidden Invasion,0.08,39
High Heat Major League Baseball 2003,0.37,84
High Heat Major League Baseball 2004,0.36,83
High Heat Major League Baseball 2004,0.08,83
High Velocity Bowling,0.15,66
Hitman: Absolution,2.14,83
Hitman: Absolution,1.73,79
Hitman: Absolution,0.24,79
Hitman: Blood Money,0.5,83
Hitman: Blood Money,0.39,82
Hitman: Blood Money,0.14,81
Hitman: Blood Money,0.03,82
Hitman: Contracts,0.8,80
Hitman: Contracts,0.34,78
Hitman: HD Trilogy,0.21,71
Hitman: HD Trilogy,0.17,69
Hitman 2: Silent Assassin,2.96,85
Hitman 2: Silent Assassin,0.13,83
Hogs of War,0.02,62
Homefront,1.45,70
Homefront,0.9,70
Homefront,0.24,70
Homefront: The Revolution,0.35,48
Homefront: The Revolution,0.14,49
Homefront: The Revolution,0.04,54
Hometown Story,0.43,47
Homeworld,0.02,93
Homeworld 2,0.03,83
Homie Rollerz,0.07,23
Hoshigami: Ruining Blue Earth,0.05,62
Hoshigami: Ruining Blue Earth Remix,0.01,55
Hospital Tycoon,0.01,51
Hotel Dusk: Room 215,0.54,78
Hotel Giant 2,0.03,58
Hot Pixel,0.03,55
Hot Shots Golf: Open Tee,1.96,81
Hot Shots Golf: Open Tee 2,0.68,82
Hot Shots Golf: Out of Bounds,1.14,81
Hot Shots Golf: World Invitational,0.55,76
Hot Shots Golf 3,2.89,85
Hot Shots Tennis,0.9,70
Hot Shots Tennis: Get a Grip,0.21,80
Hot Wheels: Stunt Track Challenge,0.59,62
Hot Wheels: Stunt Track Challenge,0.1,63
Hot Wheels Velocity X,0.47,54
Hot Wheels Velocity X,0.11,55
Hot Wheels World Race,0.42,55
Hot Wheels World Race,0.16,59
Hour of Victory,0.13,37
How to Train Your Dragon,0.42,59
How to Train Your Dragon,0.18,51
How to Train Your Dragon,0.14,58
How to Train Your Dragon 2,0.08,47
HSX HyperSonic.Xtreme,0.51,53
htoL#NiQ: The Firefly Diary,0.01,58
Hulk,1.06,71
Hulk,0.33,69
Hulk,0.19,71
Hulk Hogan's Main Event,0.13,26
Hummer Badlands,0.02,44
Hunted: The Demon's Forge,0.25,57
Hunted: The Demon's Forge,0.22,61
Hunted: The Demon's Forge,0.05,61
Hunter: The Reckoning,0.38,79
Hunter: The Reckoning,0.1,70
Hunter: The Reckoning Redeemer,0.17,72
Hunter: The Reckoning  Wayward,0.43,68
Hyperdevotion Noire: Goddess Black Heart,0.13,68
Hyperdimension Neptunia,0.43,45
Hyperdimension Neptunia U: Action Unleashed,0.11,71
Hyperdimension Neptunia Victory,0.16,55
Hyrule Warriors,1.23,76
Ice Age: Dawn of the Dinosaurs,0.27,75
Ice Age: Dawn of the Dinosaurs,0.19,67
Ice Age: Dawn of the Dinosaurs,0.12,68
Ice Age 2: The Meltdown,0.39,68
Ice Age 2: The Meltdown,0.08,66
Icewind Dale II,0.01,83
ICO,0.47,90
IHRA Drag Racing 2004,0.2,40
Ikaruga,0.09,85
IL-2 Sturmovik,0.01,91
IL-2 Sturmovik: 1946,0.04,86
IL-2 Sturmovik: Birds of Prey,0.68,81
IL-2 Sturmovik: Birds of Prey,0.51,80
IL-2 Sturmovik: Birds of Prey,0.06,41
IL-2 Sturmovik: Cliffs of Dover,0.05,60
IL-2 Sturmovik: Forgotten Battles,0.02,86
Imperial Glory,0.04,69
Imperium Romanum,0.02,63
Impossible Creatures,0.01,72
Impossible Mission,0.12,61
Inazuma Eleven Strikers,0.26,59
Incredible Crisis,0.08,80
Indiana Jones and the Emperor's Tomb,0.18,73
Indiana Jones and the Staff of Kings,0.72,55
Indiana Jones and the Staff of Kings,0.28,55
Indiana Jones and the Staff of Kings,0.25,63
Indiana Jones and the Staff of Kings,0.25,50
Indianapolis 500 Legends,0.13,47
Indigo Prophecy,0.15,83
Indigo Prophecy,0.1,84
Indigo Prophecy,0.02,85
IndyCar Series,0.05,71
inFAMOUS,2.93,85
Infamous: First Light,0.03,73
inFAMOUS: Second Son,2.79,80
inFAMOUS 2,1.82,83
Infected,0.15,74
Infernal: Hell's Vengeance,0.08,35
Infinite Space,0.2,75
Infinite Undiscovery,0.7,68
I-Ninja,0.4,73
I-Ninja,0.09,77
I-Ninja,0.07,75
Injustice: Gods Among Us,1.38,81
Injustice: Gods Among Us,1.18,78
Injustice: Gods Among Us,0.19,82
Inkheart,0.02,39
Innocent Life: A Futuristic Harvest Moon,0.16,67
Insecticide,0.06,55
In The Groove,0.07,72
InuYasha: A Feudal Fairy Tale,0.11,69
InuYasha: Feudal Combat,0.27,52
InuYasha: Secret of the Divine Jewel,0.09,46
InuYasha: The Secret of the Cursed Mask,0.43,51
Inversion,0.07,56
Inversion,0.06,53
Invizimals,0.79,69
Invizimals: The Alliance,0.08,69
Invizimals: The Lost Kingdom,0.02,50
Iron Man,0.68,42
Iron Man,0.63,44
Iron Man,0.59,44
Iron Man,0.57,45
Iron Man,0.54,47
Iron Man,0.51,56
Iron Man 2,0.39,41
Iron Man 2,0.32,41
Iron Man 2,0.27,41
Iron Phoenix,0.02,58
ISS Pro Evolution,0.76,94
Ivy the Kiwi?,0.06,74
Ivy the Kiwi?,0.05,69
Izuna 2: The Unemployed Ninja Returns,0.06,65
Jackass the Game,0.28,58
Jackass the Game,0.22,58
Jack Keane,0.03,69
Jade Cocoon 2,0.1,76
Jade Empire,0.7,89
Jak 3,1.85,84
Jak and Daxter: The Lost Frontier,0.61,71
Jak and Daxter: The Lost Frontier,0.46,72
Jak and Daxter: The Precursor Legacy,3.64,90
Jak II,2.78,87
Jak X: Combat Racing,0.55,76
James Bond 007: Agent Under Fire,3.53,72
James Bond 007: Agent Under Fire,0.9,71
James Bond 007: Agent Under Fire,0.72,74
James Bond 007: Blood Stone,0.7,65
James Bond 007: Blood Stone,0.47,62
James Bond 007: Blood Stone,0.02,63
James Bond 007: Everything or Nothing,0.17,73
James Bond 007: Everything or Nothing,2.31,84
James Bond 007: Everything or Nothing,0.64,83
James Bond 007: Everything or Nothing,0.42,84
James Bond 007: Nightfire,3.33,77
James Bond 007: Nightfire,0.82,78
James Bond 007: Nightfire,0.78,80
James Bond 007: Nightfire,0.13,66
James Cameron's Dark Angel,0.07,47
James Noir's Hollywood Crimes,0.15,60
JASF: Jane's Advanced Strike Fighters,0.11,41
JASF: Jane's Advanced Strike Fighters,0.09,45
JASF: Jane's Advanced Strike Fighters,0.04,48
Jaws Unleashed,0.6,52
Jaws Unleashed,0.15,51
Jeanne d'Arc,0.33,87
Jenga World Tour,0.05,26
Jeremy McGrath Supercross World,0.23,35
Jeremy McGrath Supercross World,0.12,36
Jet Grind Radio,0.03,74
Jikandia: The Timeless Land,0.03,60
Jillian Michaels' Fitness Ultimatum 2009,1.27,30
Jimmie Johnson's Anything With an Engine,0.09,65
Jimmie Johnson's Anything With an Engine,0.08,67
Jimmy Neutron: Boy Genius,0.09,42
John Daly's ProStroke Golf,0.11,58
JoJo's Bizarre Adventure: All Star Battle,0.58,71
JoJo's Bizarre Adventure: Eyes of Heaven,0.03,61
Jonah Lomu Rugby Challenge,0.31,73
Jonny Moseley Mad Trix,0.14,44
Journey,0.21,92
JSRF: Jet Set Radio Future,0.21,88
J Stars Victory Vs.,0.21,74
Judge Dredd: Dredd Vs Death,0.03,52
Judge Dredd: Dredd Vs Death,0.02,57
Juiced,0.53,68
Juiced,0.18,68
Juiced: Eliminator,0.42,65
Juiced 2: Hot Import Nights,0.63,68
Juiced 2: Hot Import Nights,0.39,66
Juiced 2: Hot Import Nights,0.37,73
Juiced 2: Hot Import Nights,0.25,71
Juiced 2: Hot Import Nights,0.01,61
Jumper: Griffin's Story,0.09,28
Jumper: Griffin's Story,0.06,29
JU-ON: The Grudge,0.1,39
Jurassic: The Hunted,0.13,60
Jurassic Park: Operation Genesis,0.27,75
Jurassic Park: Operation Genesis,0.07,69
Jurassic Park: Operation Genesis,0.02,72
Jurassic Park III: Park Builder,0.06,65
Just Cause,0.14,73
Just Cause,0.02,75
Just Cause,0.02,67
Just Cause 2,1.75,83
Just Cause 2,1.6,81
Just Cause 2,0.12,84
Just Cause 3,1.86,73
Just Cause 3,0.9,71
Just Cause 3,0.14,74
Just Dance,7.2,49
Just Dance 2,9.44,74
Just Dance 2014,0.99,79
Just Dance 2014,0.6,72
Just Dance 2014,0.45,71
Just Dance 2014,0.41,75
Just Dance 2014,0.38,77
Just Dance 2015,0.73,75
Just Dance 2015,0.53,70
Just Dance 2015,0.39,72
Just Dance 2016,0.57,73
Just Dance 2016,0.36,73
Just Dance 2016,0.32,66
Just Dance 2017,0.04,75
Just Dance 3,10.12,74
Just Dance 3,2.02,70
Just Dance 3,0.62,75
Just Dance 4,6.76,74
Just Dance 4,1.18,77
Just Dance 4,0.43,77
Just Dance 4,0.37,66
Justice League Heroes,0.22,72
Justice League Heroes,0.09,43
Justice League Heroes: The Flash,0.03,72
K-1 World Grand Prix,0.18,67
Kabuki Warriors,0.06,32
Kakuto Chojin,0.05,46
Kameo: Elements of Power,0.34,79
Kao the Kangaroo Round 2,0.02,58
Karaoke Revolution,0.35,83
Karaoke Revolution,0.09,80
Karaoke Revolution Presents American Idol Encore,0.11,70
Karaoke Revolution Volume 2,0.23,76
Karaoke Revolution Volume 3,0.32,82
Karnaaj Rally,0.01,81
Katamari Damacy,0.73,86
Katamari Forever,0.4,74
Kelly Slater's Pro Surfer,0.33,77
Kelly Slater's Pro Surfer,0.1,80
Kengo: Legend of The 9,0.07,38
Kengo: Master of Bushido,0.39,62
Kenka Bancho: Badass Rumble,0.28,70
Kessen,0.95,75
Kessen II,0.46,71
Kessen III,0.07,73
Kid Icarus: Uprising,1.27,83
Kill.Switch,0.7,73
Kill.Switch,0.24,75
Killer7,0.15,74
Killer7,0.09,70
Killer is Dead,0.23,64
Killer is Dead,0.12,64
Killing Floor 2,0.05,76
Killzone,0.94,70
Killzone: Liberation,0.89,77
Killzone: Mercenary,0.8,78
Killzone: Shadow Fall,2.69,73
Killzone 2,3.01,91
Killzone 3,2.77,84
Kinect: Disneyland Adventures,2.35,73
Kinect Adventures!,21.81,61
Kinectimals,1.62,74
Kinect Joy Ride,1.43,52
Kinect Rush: A Disney Pixar Adventure,0.58,68
Kinect Sports,6.19,73
Kinect Sports: Season Two,2.34,66
Kinect Sports Rivals,0.6,60
Kinect Star Wars,1.74,55
Kinetica,0.32,77
King's Bounty: Armored Princess,0.01,82
King's Field: The Ancient City,0.1,60
King Arthur,0.13,59
Kingdom Hearts,6.4,85
Kingdom Hearts: Birth by Sleep,2.06,82
Kingdom Hearts: Chain of Memories,1.85,76
Kingdom Hearts 358/2 Days,1.98,75
Kingdom Hearts 3D: Dream Drop Distance,1.58,75
Kingdom Hearts II,4.33,87
Kingdom Hearts Re: Chain of Memories,0.87,68
Kingdom Hearts Re:coded,0.93,66
Kingdom of Paradise,0.15,72
Kingdoms of Amalur: Reckoning,0.87,80
Kingdoms of Amalur: Reckoning,0.85,81
Kingdoms of Amalur: Reckoning,0.3,81
Kingdom Under Fire: Circle of Doom,0.37,55
Kingdom Under Fire: Heroes,0.15,78
Kingdom Under Fire: The Crusaders,0.32,81
King of Fighters: Maximum Impact,0.26,64
Kirby: Canvas Curse,0.72,86
Kirby: Mass Attack,0.99,83
Kirby: Nightmare in Dream Land,2.27,81
Kirby: Planet Robobot,0.93,81
Kirby: Triple Deluxe,1.83,80
Kirby's Dream Collection: Special Edition,0.67,82
Kirby's Return to Dreamland,1.65,77
Kirby Air Ride,1.62,61
Kirby and the Rainbow Curse,0.52,73
Kirby Squeak Squad,1.94,71
Kirby Super Star Ultra,2.92,76
KISS Pinball,0.31,26
Klonoa,0.16,77
Klonoa 2: Dream Champ Tournament,0.03,78
Klonoa 2: Lunatea's Veil,0.33,91
Knack,1.73,54
Knight's Apprentice: Memorick's Adventures,0.02,53
Knights Contract,0.08,51
Knights Contract,0.08,49
Knights in the Nightmare,0.08,76
Knights in the Nightmare,0.09,75
Knights of Honor,0.03,77
Knockout Kings 2001,0.41,84
Knockout Kings 2002,0.91,76
Knockout Kings 2002,0.27,78
Knockout Kings 2003,0.15,78
KORG DS-10 Synthesizer,0.22,82
Kororinpa: Marble Mania,0.13,69
Kung-Fu: High Impact,0.13,56
Kung Fu Chaos,0.28,68
Kung Fu Panda,3.04,75
Kung Fu Panda,0.91,70
Kung Fu Panda,0.65,73
Kung Fu Panda,0.51,76
Kung Fu Panda,0.02,71
Kung Fu Rider,0.2,36
Kuon,0.02,57
Kya: Dark Lineage,0.16,69
L.A. Noire,3.17,89
L.A. Noire,2.7,89
L.A. Noire: The Complete Edition,0.25,83
L.A. Rush,0.47,58
L.A. Rush,0.14,59
Lair,0.51,53
Land of the Dead: Road to Fiddler's Green,0.06,32
La Pucelle: Tactics,0.19,79
Lara Croft and the Temple of Osiris,0.09,74
Lara Croft and the Temple of Osiris,0.02,73
Lara Croft Tomb Raider: The Angel of Darkness,1.25,52
Last Rebellion,0.09,44
Left 4 Dead,3.51,89
Left 4 Dead,0.02,89
Left 4 Dead 2,3.97,89
Left 4 Dead 2,0.36,89
Legacy of Kain: Defiance,0.53,75
Legacy of Kain: Defiance,0.19,74
Legacy of Kain: Defiance,0.01,70
Legaia 2: Duel Saga,0.26,67
Legasista,0.04,68
Legend: Hand of God,0.02,57
Legendary,0.26,47
Legendary,0.13,50
Legendary,0.02,50
Legend of Kay,0.05,72
Legend of Kay Anniversary,0.03,62
Legend of Kay Anniversary,0.01,67
Legend of the Dragon,0.06,37
Legend of the Guardians: The Owls of Ga'Hoole,0.07,60
Legends of WrestleMania,0.54,70
Legends of WrestleMania,0.39,71
Legends of Wrestling,0.14,65
Legends of Wrestling,0.13,50
Legends of Wrestling II,0.33,59
Legends of Wrestling II,0.07,24
Legion: The Legend of Excalibur,0.22,51
LEGO Batman: The Videogame,3.38,76
LEGO Batman: The Videogame,3.05,72
LEGO Batman: The Videogame,1.29,75
LEGO Batman: The Videogame,1.27,77
LEGO Batman: The Videogame,0.06,80
LEGO Batman 2: DC Super Heroes,1.66,79
LEGO Batman 2: DC Super Heroes,1.19,81
LEGO Batman 2: DC Super Heroes,0.75,72
LEGO Batman 2: DC Super Heroes,0.33,62
LEGO Batman 2: DC Super Heroes,0.12,77
Lego Batman 3: Beyond Gotham,0.93,73
Lego Batman 3: Beyond Gotham,0.43,74
LEGO Battles,1.25,65
LEGO Battles: Ninjago,1.45,59
LEGO City Undercover,1.1,80
LEGO Dimensions,0.73,80
LEGO Dimensions,0.53,62
LEGO Dimensions,0.41,80
LEGO Friends,0.04,43
LEGO Harry Potter: Years 1-4,2.43,79
LEGO Harry Potter: Years 1-4,2.28,72
LEGO Harry Potter: Years 1-4,1.55,79
LEGO Harry Potter: Years 1-4,1.31,79
LEGO Harry Potter: Years 1-4,0.03,79
LEGO Harry Potter: Years 5-7,0.18,64
LEGO Harry Potter Collection,0.15,73
LEGO Indiana Jones: The Original Adventures,3.76,77
LEGO Indiana Jones: The Original Adventures,2.2,80
LEGO Indiana Jones: The Original Adventures,1.37,77
LEGO Indiana Jones: The Original Adventures,1.17,76
LEGO Indiana Jones: The Original Adventures,1.03,77
LEGO Indiana Jones: The Original Adventures,0.04,78
LEGO Indiana Jones 2: The Adventure Continues,1.4,72
LEGO Indiana Jones 2: The Adventure Continues,1.02,71
LEGO Indiana Jones 2: The Adventure Continues,0.89,70
LEGO Indiana Jones 2: The Adventure Continues,0.05,66
LEGO Jurassic World,0.9,70
LEGO Jurassic World,0.65,70
LEGO Jurassic World,0.52,71
LEGO Jurassic World,0.04,72
LEGO Legends of Chima: Laval's Journey,0.31,65
LEGO Legends of Chima: Laval's Journey,0.13,64
LEGO Marvel's Avengers,0.73,71
LEGO Marvel's Avengers,0.35,71
LEGO Marvel's Avengers,0.24,69
LEGO Marvel's Avengers,0.19,60
LEGO Marvel Super Heroes,2.22,80
LEGO Marvel Super Heroes,1.84,82
LEGO Marvel Super Heroes,1.62,83
LEGO Marvel Super Heroes,0.9,61
LEGO Marvel Super Heroes,0.74,82
LEGO Marvel Super Heroes,0.17,78
LEGO Pirates of the Caribbean: The Video Game,1.55,73
LEGO Pirates of the Caribbean: The Video Game,1.03,73
LEGO Pirates of the Caribbean: The Video Game,0.95,73
LEGO Pirates of the Caribbean: The Video Game,0.62,71
LEGO Pirates of the Caribbean: The Video Game,0.03,73
LEGO Rock Band,0.69,70
LEGO Rock Band,0.56,71
LEGO Rock Band,0.45,80
LEGO Rock Band,0.42,75
LEGO Star Wars: The Complete Saga,5.64,80
LEGO Star Wars: The Complete Saga,4.76,80
LEGO Star Wars: The Complete Saga,2.57,80
LEGO Star Wars: The Complete Saga,2.29,80
Lego Star Wars: The Force Awakens,0.7,78
Lego Star Wars: The Force Awakens,0.3,76
Lego Star Wars: The Force Awakens,0.15,74
LEGO Star Wars II: The Original Trilogy,2.69,84
LEGO Star Wars II: The Original Trilogy,1.4,83
LEGO Star Wars II: The Original Trilogy,1.07,47
LEGO Star Wars II: The Original Trilogy,0.97,84
LEGO Star Wars II: The Original Trilogy,0.63,81
LEGO Star Wars II: The Original Trilogy,0.44,85
LEGO Star Wars II: The Original Trilogy,0.09,55
LEGO Star Wars II: The Original Trilogy,0.02,86
LEGO Star Wars III: The Clone Wars,1.76,76
LEGO Star Wars III: The Clone Wars,1.48,75
LEGO Star Wars III: The Clone Wars,1.16,76
LEGO Star Wars III: The Clone Wars,1.13,67
LEGO Star Wars III: The Clone Wars,0.25,76
LEGO The Hobbit,0.6,72
LEGO The Hobbit,0.45,70
LEGO The Hobbit,0.27,69
LEGO The Lord of the Rings,1.23,80
LEGO The Lord of the Rings,1.05,82
LEGO The Lord of the Rings,0.39,61
LEGO The Lord of the Rings,0.28,54
LEGO The Lord of the Rings,0.22,80
Leisure Suit Larry: Box Office Bust,0.16,25
Leisure Suit Larry: Box Office Bust,0.1,17
Leisure Suit Larry: Magna Cum Laude,0.34,60
Leisure Suit Larry: Magna Cum Laude,0.17,62
Le Mans 24 Hours,0.2,75
Lemmings,0.86,76
Lemony Snicket's A Series of Unfortunate Events,0.64,63
Lemony Snicket's A Series of Unfortunate Events,0.42,72
Lemony Snicket's A Series of Unfortunate Events,0.12,70
Let's TAP,0.17,70
Life is Strange,0.4,85
Life is Strange,0.13,85
Life is Strange,0.04,83
Lifeline,0.07,61
LifeSigns: Surgical Unit,0.01,61
Lightning Returns: Final Fantasy XIII,1.07,66
Lightning Returns: Final Fantasy XIII,0.27,69
Line Rider 2: Unbound,0.08,59
Line Rider 2: Unbound,0.02,62
Link's Crossbow Training,4.98,68
Links 2004,0.29,80
Lips,0.77,71
Lips: Number One Hits,0.55,70
LittleBigPlanet,5.82,95
LittleBigPlanet,2.54,87
LittleBigPlanet 2,3.39,91
LittleBigPlanet 3,1.91,79
LittleBigPlanet Karting,0.87,73
LittleBigPlanet PS Vita,1.25,88
Little Deviants,0.3,57
Little King's Story,0.29,87
Little League World Series Baseball 2008,0.09,70
Little Red Riding Hood's Zombie BBQ,0.04,68
Lizzie McGuire 2: Lizzie Diaries,0.83,57
Lock's Quest,0.09,80
Lock On: Modern Air Combat,0.03,76
LocoRoco,0.38,83
LocoRoco 2,0.35,85
Lollipop Chainsaw,0.66,67
Lollipop Chainsaw,0.48,70
Looney Tunes: Acme Arsenal,0.38,38
Looney Tunes: Acme Arsenal,0.23,27
Looney Tunes: Acme Arsenal,0.08,40
Looney Tunes: Back in Action,0.5,51
Looney Tunes: Back in Action,0.17,64
Looney Tunes: Sheep Raider,0.12,72
Lord of Arcana,0.32,53
Lord of Magna: Maiden Heaven,0.06,68
Lord of the Rings: Battle for Middle-Earth,0.07,82
Lords of the Fallen,0.52,68
Lords of the Fallen,0.22,71
Lords of the Fallen,0.03,73
Lost: Via Domus,0.58,55
Lost: Via Domus,0.5,54
Lost: Via Domus,0.02,52
Lost Dimension,0.08,72
Lost Dimension,0.07,71
Lost Horizon,0.11,77
Lost in Blue,0.11,69
Lost in Blue: Shipwrecked,0.08,54
Lost in Shadow,0.12,68
Lost Kingdoms,0.17,72
Lost Kingdoms II,0.06,68
Lost Magic,0.12,68
Lost Odyssey,0.9,78
Lost Planet: Extreme Condition,1.34,79
Lost Planet: Extreme Condition,0.64,67
Lost Planet 2,0.95,68
Lost Planet 2,0.03,63
Lost Planet 3,0.21,61
Lost Planet 3,0.12,58
Lost Planet 3,0.04,61
Lowrider,0.26,46
Lucha Libre AAA: Heroes del Ring,0.11,54
Lucha Libre AAA: Heroes del Ring,0.05,49
Lufia: Curse of the Sinistrals,0.15,80
Lufia: The Ruins of Lore,0.05,76
Luigi's Mansion,3.6,78
Luigi's Mansion: Dark Moon,4.59,86
Lumines: Electronic Symphony,0.23,83
