Name,User_Score
Clive Barker's Jericho,7.4
Clive Barker's Jericho,7.1
Clive Barker's Jericho,7.5
Clock Tower 3,7.6
Clock Tower II: The Struggle Within,5.7
Close Combat: First to Fight,7.8
Cloudy With a Chance of Meatballs,5.3
Cloudy With a Chance of Meatballs,6
Cloudy With a Chance of Meatballs,6.5
Clubhouse Games,8.4
Coded Arms,6.5
Coded Arms: Contagion,6.6
Code Lyoko,6.8
Code Lyoko: Fall of X.A.N.A.,6.3
Code Lyoko: Quest for Infinity,8.5
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,8
Codename: Panzers Cold War,5.8
Codename: Panzers Phase Two,8.1
Code Name: S.T.E.A.M.,7.7
Code of Princess,7.6
Cold Fear,7.7
Cold Fear,7.6
Cold War,8
Cold Winter,8.2
Colin McRae Rally 04,8.1
Colin McRae Rally 04,7.2
Colin McRae Rally 2.0,8.7
Colin McRae Rally 2005,7.5
Colin McRae Rally 2005,7.1
Colin McRae Rally 3,7.7
Colin McRae Rally 3,7.4
College Hoops 2K6,9.2
College Hoops 2K6,7.3
College Hoops 2K7,8.2
College Hoops 2K7,7.1
College Hoops 2K8,6.9
College Hoops 2K8,5.2
Colony Wars,7.8
Colosseum: Road to Freedom,8.3
Combat: Task Force 121,8.5
Combat Flight Simulator 3: Battle for Europe,6.5
Combat Mission: Shock Force,3.3
Combat of Giants: Dinosaurs 3D,5.3
Commander: Conquest of the Americas,5.2
Commandos: Strike Force,8.5
Commandos 2: Men of Courage,6.8
Commandos 2: Men of Courage,8.4
Commandos 3: Destination Berlin,7.6
Company of Heroes,8.8
Company of Heroes: Opposing Fronts,8.6
Company of Heroes: Tales of Valor,7.2
Company of Heroes 2,2.1
Conan,7.2
Conan,7.3
Conception II: Children of the Seven Stars,7.6
Conception II: Children of the Seven Stars,7.7
Condemned: Criminal Origins,8.2
Condemned 2: Bloodshot,8.4
Condemned 2: Bloodshot,8.1
Conduit 2,7.6
Conflict: Denied Ops,4.9
Conflict: Denied Ops,3.1
Conflict: Denied Ops,4.8
Conflict: Desert Storm,8.6
Conflict: Desert Storm,8.1
Conflict: Desert Storm,8.4
Conflict: Global Terror,8.5
Conflict: Global Terror,7.9
Conflict: Vietnam,8.1
Conflict: Vietnam,7.3
Conflict Zone,7.4
Constantine,7.4
Constantine,7.1
Contact,8.2
Contra: Shattered Soldier,6.6
Contra 4,8.4
Contrast,7.7
Cooking Mama,7.2
Cooking Mama: Cook Off,5.3
Cooking Mama: World Kitchen,4.9
Cooking Mama 2: Dinner With Friends,8
Cooking Mama 4: Kitchen Magic!,6
Coraline,2
Coraline,5.5
Corpse Party: Blood Drive,7.4
Corpse Party: Book of Shadows,8.2
Corvette,8.6
Corvette,6.5
Cosmic Family,5.7
Cossacks: European Wars,8.6
Counter-Strike,7.6
Counter-Strike: Source,8.9
Crackdown,8
Crackdown 2,6
Cranium Kabookii,5.4
Crash: Mind Over Mutant,6.5
Crash: Mind Over Mutant,6.5
Crash: Mind Over Mutant,6.6
Crash: Mind Over Mutant,5.8
Crash: Twinsanity,8
Crash: Twinsanity,8.7
Crash 'N' Burn,8
Crash 'N' Burn,6.4
Crash Bandicoot: The Huge Adventure,7.9
Crash Bandicoot: The Wrath of Cortex,7.1
Crash Bandicoot: The Wrath of Cortex,8.1
Crash Bandicoot: The Wrath of Cortex,7.3
Crash Bandicoot 2: N-Tranced,7.8
Crash Bandicoot 3: Warped,8.9
Crash Bandicoot Purple: Ripto's Rampage,6.6
Crash Bash,8.2
Crash Nitro Kart,7.7
Crash Nitro Kart,8.3
Crash Nitro Kart,8.9
Crash Nitro Kart,7.4
Crash of the Titans,5.9
Crash of the Titans,5.8
Crash of the Titans,5.9
Crash of the Titans,6.3
Crash Tag Team Racing,7
Crash Tag Team Racing,7.1
Crash Tag Team Racing,7.3
Crash Tag Team Racing,7.8
Crash Team Racing,9
Crazy Taxi,7.9
Crazy Taxi,7.5
Crazy Taxi: Catch a Ride,5.9
Crazy Taxi: Fare Wars,7.1
Crazy Taxi 2,8.1
Crazy Taxi 3: High Roller,8.5
Create,5.2
Create,5.8
Create,6.8
Crime Life: Gang Wars,3.4
Criminal Girls: Invite Only,6.7
Crimson Gem Saga,7.5
Crimson Sea,8.2
Crimson Sea 2,8.3
Crimson Skies: High Road to Revenge,8.8
Crimson Tears,7.8
Crisis Core: Final Fantasy VII,8
Cross Edge,7.2
CrossworDS,6.8
"Crouching Tiger,26
Cruis'n,3.7
Crush,9
Crush3D,7.4
Crysis,8
Crysis: Warhead,7.9
Crysis 2,7.5
Crysis 2,7.2
Crysis 2,6.8
Crysis 3,6.7
Crysis 3,6.3
Crysis 3,6.5
CSI: Crime Scene Investigation,7.3
CSI: Fatal Conspiracy,5.6
CSI: Fatal Conspiracy,4.8
CSI: Fatal Conspiracy,5.5
Cubic Ninja,5.9
Cubivore: Survival of the Fittest,8.5
Culdcept,8.9
Culdcept SAGA,8.7
Curious George,7.7
Cursed Mountain,7.6
Custom Robo,8.1
Custom Robo Arena,8.3
Cy Girls,8.8
Dai Senryaku VII: Modern Military Tactics,8.8
Damage Inc.: Pacific Squadron WWII,5.5
Damnation,2.8
Damnation,5.6
Dance Central,7.6
Dance Central: Spotlight,7
Dance Central 2,8.2
Dance Central 3,8
Dance Dance Revolution: Hottest Party,7.1
Dance Dance Revolution: Hottest Party 2,6.8
Dance Dance Revolution: Hottest Party 3,8.2
Dance Dance Revolution: Mario Mix,8.4
Dance Dance Revolution Disney Mix,8.3
Dance Dance Revolution Extreme,9
Dance Dance Revolution Extreme 2,9
Dance Dance Revolution SuperNOVA,8.7
Dance Dance Revolution Ultramix,8.8
Dance Dance Revolution Ultramix 2,7.1
Dance Dance Revolution Ultramix 3,8.6
Dance Dance Revolution Universe,8.8
Dance Dance Revolution Universe 2,7.4
Dance Dance Revolution Universe 3,7.7
Dance Dance Revolution X,6.2
Dance Factory,5.8
DanceMasters,5.9
Dance on Broadway,3.3
Dancing With The Stars,6.2
Danganronpa: Trigger Happy Havoc,8.1
Danganronpa 2: Goodbye Despair,8.7
Danganronpa Another Episode: Ultra Despair Girls,8.4
Dante's Inferno,7.5
Dante's Inferno,7.7
Dante's Inferno,8.1
Dark Angel: Vampire Apocalypse,5.6
Dark Cloud,8.2
Dark Cloud 2,9.1
Darkened Skye,6.4
Darkest of Days,4.8
Dark Messiah of Might and Magic Elements,7
Dark Sector,7.5
Dark Sector,7.6
Darksiders,7.9
Darksiders,7.8
Darksiders,7.9
Darksiders: Warmastered Edition,8.5
Darksiders: Warmastered Edition,7.9
Darksiders II,7.1
Darksiders II,8
Darksiders II,7.8
Darksiders II,8.2
Dark Souls,8.7
Dark Souls,8.4
Dark Souls II,8.1
Dark Souls II,7.9
Dark Souls II,7.1
Dark Souls III,8.8
Dark Souls III,8.6
Dark Souls III,8.6
Darkspore,6
Darkstalkers Chronicle: The Chaos Tower,7.9
Darkstalkers Resurrection,7.3
DarkStar One,7.2
DarkStar One: Broken Alliance,7.2
Darkstone,8.3
Dark Summit,4.5
Dark Void,6
Dark Void,6
Dark Void,5.1
Darkwatch,8.4
Darkwatch,8.1
Data East Arcade Classics,8.2
Dave Mirra BMX Challenge,4.6
Dave Mirra Freestyle BMX,8.4
Dave Mirra Freestyle BMX: Maximum Remix,8.1
Dave Mirra Freestyle BMX 2,8.1
Dave Mirra Freestyle BMX 2,7.7
Dave Mirra Freestyle BMX 2,8.2
Dawn of Discovery,8.8
Dawn of Discovery,8.5
Dawn of Discovery,7.3
Dawn of Mana,6.8
Daxter,8.7
DC Universe Online,7.4
DC Universe Online,6.8
DDRMAX2: Dance Dance Revolution,8.2
Dead Head Fred,7.3
Dead Island,6.9
Dead Island,6.6
Dead Island,6.8
Dead Island: Riptide,6.3
Dead Island: Riptide,5.9
Dead Island Definitive Collection,6.4
Dead Island Definitive Collection,4.9
Deadliest Catch: Alaskan Storm,5.9
Deadliest Warrior: Ancient Combat,6.3
Deadly Creatures,8.8
Deadly Premonition,8.2
Dead Man's Hand,8.1
Dead or Alive,8.6
Dead or Alive: Dimensions,8.2
Dead or Alive 3,8.6
Dead or Alive 4,8.2
Dead or Alive 5,7.7
Dead or Alive 5,7.9
Dead or Alive Paradise,5.6
Dead or Alive Ultimate,8.7
Dead or Alive Xtreme 2,6.7
Dead or Alive Xtreme 3: Fortune,7.8
Dead or Alive Xtreme Beach Volleyball,7.8
Deadpool,7.2
Deadpool,7.4
Deadpool,5.7
Dead Rising,7.6
Dead Rising,6.6
Dead Rising: Chop Till You Drop,6.5
Dead Rising 2,6.9
Dead Rising 2,6.7
Dead Rising 2,6.3
Dead Rising 2,6.6
Dead Rising 2: Off the Record,7.1
Dead Rising 2: Off the Record,7.5
Dead Rising 2: Off the Record,5.3
Dead Rising 3,6.8
Dead Space,8.8
Dead Space,8.7
Dead Space,8
Dead Space 2,8.6
Dead Space 2,8.4
Dead Space 2,8.3
Dead Space 3,6.4
Dead Space 3,6.4
Dead Space Extraction,8.1
Dead to Rights,8.9
Dead to Rights,8.9
Dead to Rights,8.7
Dead to Rights: Reckoning,7.2
Dead to Rights: Retribution,5.9
Dead to Rights: Retribution,7
Dead to Rights II,5.3
Dead to Rights II,7.4
Deal or No Deal,1.9
Deal or No Deal,5
Death By Degrees,6.2
Death Jr.,7.3
Death Jr.: Root of Evil,8.1
Death Jr. and the Science Fair of Doom,7.5
Death Jr. II: Root of Evil,7.3
DeathSmiles,8.4
de Blob,8.6
de Blob 2,7.1
de Blob 2,8.1
de Blob 2,7.5
de Blob 2,8.2
Deca Sports,5.4
DECA Sports Freedom,3.7
Deception IV: Blood Ties,7.5
Deception IV: Blood Ties,8.2
Deep Labyrinth,8.8
Defender,7.8
Defiance,7.2
Defiance,6.9
Defiance,6.5
Def Jam: Fight for NY,8.9
Def Jam Fight For NY: The Takeover,8.2
Def Jam Icon,4.4
Def Jam Icon,6.3
Def Jam Rapstar,6.3
Def Jam Rapstar,5.4
Def Jam Vendetta,8.9
Def Jam Vendetta,8.5
Delta Force: Black Hawk Down,8.8
Delta Force: Black Hawk Down,6.6
Dementium: The Ward,7.9
Dementium II,8.3
Demigod,7.9
DemiKids: Light Version,8.3
Demon's Souls,8.9
Demon Gaze,7.4
Dengeki Bunko Fighting Climax,8.2
Dengeki Bunko Fighting Climax,8.5
Deponia,8.2
Destiny,6.1
Destiny,5.5
Destiny: The Taken King,6
Destiny: The Taken King,5.2
Destruction Derby Arenas,7.8
Destruction Derby Raw,7.3
Deus Ex,9.3
Deus Ex: Human Revolution,8.3
Deus Ex: Human Revolution,8.2
Deus Ex: Human Revolution,8.5
Deus Ex: Invisible War,7.6
Deus Ex: Mankind Divided,7.6
Deus Ex: Mankind Divided,7.2
Deus Ex: Mankind Divided,6.1
Deus Ex: The Conspiracy,8.9
Devil's Third,6.5
Devil Kings,7.4
Devil May Cry,8.5
Devil May Cry 2,6.6
Devil May Cry 3: Dante's Awakening,9
Devil May Cry 4,8.2
Devil May Cry 4,8
Devil May Cry 4,8.5
Devil May Cry HD Collection,8.8
Devil May Cry HD Collection,8.4
Dewy's Adventure,6.3
Diablo,8.7
Diablo II,8.8
Diablo II: Lord of Destruction,9.1
Diablo III,4
Diablo III,6.4
Diablo III,6.6
Diddy Kong Racing DS,7.5
Die Hard: Vendetta,7
Digimon All-Star Rumble,5.8
Digimon Digital Card Battle,9
Digimon Rumble Arena,8.8
Digimon Rumble Arena 2,7.3
Digimon Rumble Arena 2,8.1
Digimon Rumble Arena 2,8.8
Digimon Story: Cyber Sleuth,8.5
Digimon World: Data Squad,8
Digimon World 2,7.6
Digimon World 4,6.9
Digimon World 4,8.1
Digimon World 4,8.8
Digimon World Championship,6.5
Digimon World DS,7.6
Dino Crisis 2,9
Dino Crisis 3,4.1
Dino Dini's Kick Off Revival,4.5
Dinosaur King,8
Dino Stalker,6.3
Dirge of Cerberus: Final Fantasy VII,6.9
DiRT,8
DiRT,7.4
DiRT,7.3
DiRT 2,8.2
DiRT 2,8.2
DiRT 2,5.5
DiRT 2,5.7
DiRT 2,8.2
DiRT 3,7.1
DiRT 3,7.1
DiRT 3,6.9
DiRT Rally,8.1
DiRT Rally,8
DiRT Rally,8.7
DiRT Showdown,6.4
DiRT Showdown,6.3
Disaster Report,8
Disciples III: Renaissance,5.4
Disgaea: Afternoon of Darkness,8.2
Disgaea: Hour of Darkness,8.9
Disgaea 2: Cursed Memories,6.4
Disgaea 2: Dark Hero Days,7.1
Disgaea 3: Absence of Justice,7.5
Disgaea 4: A Promise Unforgotten,7.8
Disgaea 5: Alliance of Vengeance,8.1
Disgaea D2: A Brighter Darkness,8.1
Disgaea DS,7.5
Disgaea Infinite,4.4
Dishonored,7.9
Dishonored,7.9
Dishonored 2,7.7
Dishonored 2,6.8
Dishonored 2,6
Disney's A Christmas Carol,6.5
Disney's Aladdin in Nasira's Revenge,8.3
Disney's Atlantis: The Lost Empire,8.5
Disney's Chicken Little,8.9
Disney's Donald Duck: Goin' Quackers,7
Disney's Donald Duck: Goin' Quackers,7.3
Disney's Donald Duck: Goin' Quackers,3
Disney's Extreme Skate Adventure,8.3
Disney's Extreme Skate Adventure,7.6
Disney's Extreme Skate Adventure,8.3
Disney's Kim Possible: Kimmunicator,7.5
Disney's Kim Possible: Revenge of Monkey Fist,8.8
Disney's Kim Possible 3: Team Possible,7.7
Disney's Magical Mirror Starring Mickey Mouse,8.9
Disney's Meet the Robinsons,6.3
Disney's Party,7.8
Disney's PK: Out of the Shadows,5
Disney's Planes,5.3
Disney's Stitch: Experiment 626,7.8
Disney's Tarzan Untamed,7.1
Disney's Tarzan Untamed,7.4
Disney's The Emperor's New Groove,7.2
Disney's The Lion King: Simba's Mighty Adventure,6.9
Disney Art Academy,6.8
Disney Golf,8.3
Disney Guilty Party,8
Disney Infinity,6.5
Disney Infinity,5.9
Disney Infinity,7.6
Disney Magical World,7.5
Disney Sing It,5.2
Disney Sing It,3.5
Disney Sports Skateboarding,4.7
Disney Universe,6
Disney Universe,6.9
Disney Universe,5.3
Dissidia: Final Fantasy,8
Dissidia 012: Duodecim Final Fantasy,8.3
Divinity: Original Sin,8.7
Divinity II: Ego Draconis,6.4
Divinity II: Ego Draconis,7.7
Divinity II: Flames of Vengeance,8.3
Divinity II: The Dragon Knight Saga,7.8
DJ Hero,8
DJ Hero,7.8
DJ Hero,7.6
DJ Hero,6.4
DJ Hero 2,7.9
DJ Hero 2,7.8
DJ Hero 2,7.5
DJ Max Fever,6.5
DK: King of Swing,5
DmC: Devil May Cry,5.3
DmC: Devil May Cry,5.1
Doctor Lautrec and the Forgotten Knights,6.1
DoDonPachi Resurrection,8.6
Dog's Life,3.1
Dokapon Journey,7
Dokapon Kingdom,6.5
Dokapon Kingdom,8.3
Doki-Doki Universe,5.7
Dokuro,8
Don Bradman Cricket 14,6.9
Don Bradman Cricket 14,7.4
Donkey Konga,8.3
Donkey Konga 2,6
Donkey Kong Barrel Blast,6.8
Donkey Kong Country,8.9
Donkey Kong Country: Tropical Freeze,8.9
Donkey Kong Country 2,9.1
Donkey Kong Country 3,8.4
Donkey Kong Country Returns,8.6
Donkey Kong Jungle Beat,8.3
Don King Boxing,7.8
Don King Presents: Prizefighter,6.4
Doom,8.2
Doom,8.5
Doom 3,7.6
Doom 3,7.4
Doom 3: Resurrection of Evil,7.9
Doom 3 BFG Edition,6.4
Doom 3 BFG Edition,6.5
Doom 3 BFG Edition,5.3
Dora The Explorer: Dora Saves the Snow Princess,7
Double Dragon Advance,8.4
Downhill Domination,8.9
Dr. Seuss' The Cat in the Hat,6.5
Draglade,7.5
Dragon's Crown,8.3
Dragon's Crown,8.4
Dragon's Dogma,8.3
Dragon's Dogma,7.8
Dragon Age: Inquisition,7.4
Dragon Age: Inquisition,6.9
Dragon Age: Inquisition,5.9
Dragon Age: Origins,7.9
Dragon Age: Origins,7.9
Dragon Age: Origins,8.6
Dragon Age II,4.5
Dragon Age II,4.3
Dragon Age II,4.5
Dragon Ball: Advanced Adventure,8.5
Dragon Ball: Evolution,0.9
Dragon Ball: Fusions,7.6
Dragon Ball: Origins,7.5
Dragon Ball: Raging Blast,7.2
Dragon Ball: Raging Blast,7.5
Dragon Ball: Raging Blast 2,7.5
Dragon Ball: Raging Blast 2,7.4
Dragon Ball: Revenge of King Piccolo,7.3
Dragon Ball: XenoVerse,7.7
Dragon Ball: XenoVerse,7.2
Dragon Ball: Xenoverse 2,7.8
Dragon Ball: Xenoverse 2,7.3
Dragon Ball GT: Transformation,8.2
Dragon Ball Z: Attack of the Saiyans,7.9
Dragon Ball Z: Battle of Z,5.3
Dragon Ball Z: Battle of Z,7.5
Dragon Ball Z: Battle of Z,5.1
Dragon Ball Z: Budokai,7.9
Dragon Ball Z: Budokai,6.3
Dragon Ball Z: Budokai 2,8.2
Dragon Ball Z: Budokai 2,5.8
Dragon Ball Z: Budokai 3,8.9
Dragon Ball Z: Budokai Tenkaichi,8.4
Dragon Ball Z: Budokai Tenkaichi 2,8.6
Dragon Ball Z: Budokai Tenkaichi 2,8.5
Dragon Ball Z: Budokai Tenkaichi 3,9.2
Dragon Ball Z: Budokai Tenkaichi 3,8.4
Dragon Ball Z: Burst Limit,7.2
Dragon Ball Z: Burst Limit,7.6
Dragon Ball Z: Buu's Fury,8.9
Dragon Ball Z: Collectible Card Game,5.5
Dragon Ball Z: Extreme Butoden,6.6
Dragon Ball Z: Harukanaru Densetsu,6.2
Dragon Ball Z: Infinite World,7.9
Dragon Ball Z: Sagas,5.4
Dragon Ball Z: Sagas,6.1
Dragon Ball Z: Sagas,6.6
Dragon Ball Z: Shin Budokai,8.1
Dragon Ball Z: Supersonic Warriors,7
Dragon Ball Z: Supersonic Warriors 2,7.6
Dragon Ball Z: Taiketsu,6.1
Dragon Ball Z: Tenkaichi Tag Team,8.6
Dragon Ball Z: The Legacy of Goku,6.9
Dragon Ball Z: The Legacy of Goku II,8.9
Dragon Ball Z: Ultimate Tenkaichi,5.4
Dragon Ball Z: Ultimate Tenkaichi,5.8
Dragon Ball Z for Kinect,2.1
Dragon Blade: Wrath of Fire,7.5
Dragon Booster,7
Dragoneer's Aria,6
Dragon Quest Heroes: Rocket Slime,7.6
Dragon Quest IV: Chapters of the Chosen,7.9
Dragon Quest IX: Sentinels of the Starry Skies,8.8
Dragon Quest Monsters: Joker,7.4
Dragon Quest Monsters: Joker 2,7.3
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,5.9
Dragon Quest V: Hand of the Heavenly Bride,8.5
Dragon Quest VI: Realms of Revelation,8.1
Dragon Quest VIII: Journey of the Cursed King,8.8
Dragon Rage,6.4
Dragon Valor,8.3
Drakan: The Ancients' Gates,9
Drakengard,9.1
Drakengard 2,5.5
Drakengard 3,7.7
Drawn to Life,8.2
Drawn To Life: SpongeBob SquarePants Edition,5.5
Drawn to Life: The Next Chapter,6
Drawn to Life: The Next Chapter,7.7
Dreamcast Collection,5.2
Dreamfall: The Longest Journey,8.8
Dream Pinball 3D,7.6
Driv3r,5.5
Driv3r,4.7
DriveClub,6.1
DriveClub VR,7.4
Driven,3.4
Driver,8.1
Driver: Parallel Lines,6.9
Driver: Parallel Lines,4.6
Driver: Parallel Lines,6
Driver: Renegade,5
Driver: San Francisco,7.7
Driver: San Francisco,7.6
Driver: San Francisco,7
Driver: San Francisco,6.2
Driver '76,7.9
Driver 2,7.7
Driver 2 Advance,6.6
Drome Racers,6.6
Drone Tactics,7.4
Dropship: United Peace Force,8.6
DuckTales: Remastered,7.9
DuckTales: Remastered,7.4
DuckTales: Remastered,7.6
Duel Masters,8.3
Duel Masters: Sempai Legends,8
Duke Nukem: Land of the Babes,6.8
Duke Nukem 3D: 20th Anniversary World Tour,6.9
Duke Nukem Forever,4.4
Duke Nukem Forever,4.9
Duke Nukem Forever,5.7
Dungeon Defenders,7.3
Dungeon Explorer: Warriors of Ancient Arts,5.5
Dungeon Hunter Alliance,6.4
Dungeon Maker: Hunting Ground,6.4
Dungeons,4.6
Dungeons 2,7.9
Dungeon Siege: Throne of Agony,8.1
Dungeon Siege II,7.9
Dungeon Siege III,6.3
Dungeon Siege III,5.9
Dungeon Siege III,4.7
Dungeons - The Dark Lord,5.6
Dying Light,7.9
Dying Light,7.8
Dying Light,7.9
Dynasty Tactics,8.1
Dynasty Tactics 2,9.1
Dynasty Warriors,7.3
Dynasty Warriors: Gundam 2,7
Dynasty Warriors: Gundam 2,6.5
Dynasty Warriors: Gundam 2,7
Dynasty Warriors: Gundam 3,7.5
Dynasty Warriors: Gundam 3,7.8
Dynasty Warriors: Gundam Reborn,7.5
Dynasty Warriors: Strikeforce,6.8
Dynasty Warriors: Strikeforce,7.3
Dynasty Warriors: Strikeforce,5.7
Dynasty Warriors 2,8.8
Dynasty Warriors 3,9.1
Dynasty Warriors 3,8.9
Dynasty Warriors 3: Xtreme Legends,9.3
Dynasty Warriors 4,9.3
Dynasty Warriors 4,8.8
Dynasty Warriors 4: Xtreme Legends,9.1
Dynasty Warriors 4 Empires,8.8
Dynasty Warriors 5,8.8
Dynasty Warriors 5,8
Dynasty Warriors 5: Xtreme Legends,9.1
Dynasty Warriors 5 Empires,9.1
Dynasty Warriors 5 Empires,8.2
Dynasty Warriors 6,7.3
Dynasty Warriors 6,7.4
Dynasty Warriors 6,5.4
Dynasty Warriors 6 Empires,7
Dynasty Warriors 6 Empires,7.3
Dynasty Warriors 7,7.4
Dynasty Warriors 7,8
Dynasty Warriors 7: Empires,8
Dynasty Warriors 7: Xtreme Legends,7.8
Dynasty Warriors 8,8.5
Dynasty Warriors 8,7.5
Dynasty Warriors 8: Empires,7.5
Dynasty Warriors 8: Empires,6.8
Dynasty Warriors 8: Empires,7.4
Dynasty Warriors 8: Xtreme Legends,6.8
Dynasty Warriors Gundam,6.9
Dynasty Warriors Gundam,6.8
Dynasty Warriors Next,7.5
Dynasty Warriors Vol. 2,8.1
E.T. The Extra-Terrestrial,2.4
E·O·E: Eve of Extinction,7.2
Eagle Flight,7.8
EA Playground,7.6
EA Playground,7.6
Earth Defense Force: Insect Armageddon,7
Earth Defense Force: Insect Armageddon,8.2
Earth Defense Force 2: Invaders from Planet Space,8.5
Earth Defense Force 2017,7.7
Earth Defense Force 2017 Portable,7.9
Earth Defense Force 2025,7.5
Earth Defense Force 2025,8.1
Earth Defense Force 4.1: The Shadow of New Despair,7.9
Earthworm Jim,5.7
Earthworm Jim 2,5.7
EA Sports Active,8.7
EA Sports Active 2,8.1
EA Sports Active 2,5.4
EA Sports Active 2,5.4
EA Sports MMA,6.9
EA Sports MMA,7
EA Sports UFC,6.1
EA Sports UFC,6.3
EA Sports UFC 2,6.2
EA Sports UFC 2,6
East India Company,5.7
Eat Lead: The Return of Matt Hazard,6.5
Eat Lead: The Return of Matt Hazard,7
Ecco the Dolphin: Defender of the Future,8.5
echochrome,7.7
Echo Night Beyond,8.8
ECW Anarchy Rulz,6.3
"Ed,5
"Ed,4
"Ed,6
Egg Mania: Eggstreme Madness,8
Elebits,7.4
Elebits: The Adventures of Kai and Zero,8.3
Electroplankton,7
Elite Beat Agents,8.6
El Shaddai: Ascension of the Metatron,7.5
El Shaddai: Ascension of the Metatron,7
Elven Legacy,7.1
Emergency 2012,6.2
Emergency Heroes,4.2
Emergency Mayhem,4.3
Empire: Total War,6.9
Empire Earth,8.2
Empire Earth II,7.1
Empire Earth III,2.8
Enchanted Arms,6.9
Enchanted Arms,5.9
Enclave,8.4
Endgame,6.8
Endless Ocean,8.1
Endless Ocean: Blue World,8.5
Enemy Front,6
Enemy Front,5.8
Enemy Territory: Quake Wars,8.3
Enemy Territory: Quake Wars,7.3
Enemy Territory: Quake Wars,6.4
Enslaved: Odyssey to the West,7.4
Enslaved: Odyssey to the West,7.8
Enter the Matrix,8.1
Enter the Matrix,7.1
Enter the Matrix,8
Enthusia Professional Racing,7.6
Ephemeral Fantasia,6.3
Epic Mickey,7
Epic Mickey 2: The Power of Two,5.5
Epic Mickey 2: The Power of Two,4.3
Epic Mickey 2: The Power of Two,5.6
Eragon,7.6
Eragon,5.7
Escape Dead Island,3.5
Escape Dead Island,3.8
Escape from Bug Island,5
Escape From Monkey Island,8.2
ESPN: Sports Connection,2.7
ESPN College Hoops,8.5
ESPN College Hoops 2K5,8.1
ESPN College Hoops 2K5,8.3
ESPN NBA 2K5,7.5
ESPN NBA 2K5,8.7
ESPN NBA Basketball,8.4
ESPN NBA Basketball,8.2
ESPN NFL 2K5,8.2
ESPN NFL 2K5,9.1
ESPN NFL Football,8.5
ESPN NFL Football,8.9
ESPN NHL 2K5,8.1
ESPN NHL 2K5,8.5
ESPN NHL Hockey,7
ESPN NHL Hockey,8.4
ESPN Winter X Games: Snowboarding 2002,7.9
ESPN X Games Skateboarding,7.8
Eternal Darkness: Sanity's Requiem,8.7
Eternal Poison,8.2
Eternal Ring,5.3
Eternal Sonata,7.9
Eternal Sonata,7.8
Etrian Mystery Dungeon,7.9
Etrian Odyssey,8.5
Etrian Odyssey II: Heroes of Lagaard,8.9
Etrian Odyssey III: The Drowned City,8
Etrian Odyssey Untold: The Millennium Girl,8.2
Eureka Seven Vol. 2: The New Vision,7
Euro Truck Simulator 2,8.7
EVE: Valkyrie,6.3
EVE Online,7.5
EverBlue 2,7.5
EverGrace,7.8
EverQuest Online Adventures,8.2
EverQuest Online Adventures: Frontiers,8.5
Everybody Dance,6.8
Every Extend Extra,7.3
Evil Dead: Hail to the King,6
Evil Dead: Regeneration,8.5
Evil Genius,8.3
Evolution Skateboarding,6.7
Evolution Worlds,8
Evolve,4.3
Evolve,5.1
Evolve,4.3
ExciteBots: Trick Racing,8.6
Excite Truck,8.4
ExerBeat,7.6
Exist Archive: The Other Side of the Sky,8.3
Exist Archive: The Other Side of the Sky,7.9
Exit,7.7
Exit DS,6.7
Extermination,7.8
EyePet,8.2
EyeToy: AntiGrav,7.8
EyeToy: Groove,8
EyeToy: Kinetic,8.3
EyeToy Play,7.5
EyeToy Play 2,7
F.E.A.R.,7.3
F.E.A.R.,7.4
F.E.A.R. 2: Project Origin,8
F.E.A.R. 2: Project Origin,7.9
F.E.A.R. 2: Project Origin,7.8
F.E.A.R. 3,7.1
F.E.A.R. 3,7
F.E.A.R. 3,5.9
F.E.A.R. Files,7.1
F.E.A.R. Perseus Mandate,7.3
F1 2001,8.3
F1 2001,5.5
F1 2002,6.4
F1 2002,7.8
F1 2009,7.2
F1 2009,7.2
F1 2010,7.8
F1 2010,7.5
F1 2010,6.6
F1 2011,7.1
F1 2011,7.1
F1 2011,7.2
F1 2011,6.8
F1 2011,6.2
F1 2012,7.5
F1 2012,6.9
F1 2012,6.9
F1 2013,6.3
F1 2013,6.6
F1 2014,4.1
F1 2014,4.1
F1 2014,4.8
F1 2015,6.3
F1 2015,5.3
F1 2015,3.6
F1 Career Challenge,7.7
F1 Race Stars,5.6
F1 Race Stars,5.7
F1 Race Stars,5.4
Fable,8.5
Fable: The Journey,4.8
Fable: The Lost Chapters,8.7
Fable II,6.5
Fable III,6.5
Fable III,5.4
FaceBreaker,6.3
FaceBreaker,3.8
FaceBreaker K.O. Party,5.6
Fairy Fencer F,7.4
Fairy Fencer F: Advent Dark Force,6.2
Fairytale Fights,6.2
Fairytale Fights,6
Falcon 4.0: Allied Force,8.6
Fallout: Brotherhood of Steel,4.1
Fallout: Brotherhood of Steel,5.5
Fallout: New Vegas,8.1
Fallout: New Vegas,7.8
Fallout: New Vegas,8.6
Fallout 3,8.5
Fallout 3,8
Fallout 3,7.9
Fallout 4,6.5
Fallout 4,6.2
Fallout 4,5.4
Family Feud: 2012 Edition,5.3
Family Guy,6.3
Family Guy: Back to the Multiverse,6.4
Family Guy: Back to the Multiverse,5
Family Party: 30 Great Games,1
Fantasia: Music Evolved,7.5
