Name,Critic_Score
NFL Fever 2004,74
NFL GameDay 2002,62
NFL GameDay 2002,51
NFL GameDay 2004,65
NFL Head Coach,66
NFL Head Coach,69
NFL Head Coach 09,64
NFL Head Coach 09,67
NFL Quarterback Club 2002,67
NFL Street,80
NFL Street,81
NFL Street,81
NFL Street 2,77
NFL Street 2,78
NFL Street 2 Unleashed,73
NFL Tour,49
NHL 06,78
NHL 06,79
NHL 06,78
NHL 07,76
NHL 07,79
NHL 07,76
NHL 07,75
NHL 08,86
NHL 08,85
NHL 09,88
NHL 09,88
NHL 09,62
NHL 10,88
NHL 10,88
NHL 11,88
NHL 11,88
NHL 12,86
NHL 12,86
NHL 13,83
NHL 13,84
NHL 14,80
NHL 14,81
NHL 15,60
NHL 15,59
NHL 16,78
NHL 16,80
NHL 17,78
NHL 17,77
NHL 2001,85
NHL 2001,88
NHL 2002,92
NHL 2002,89
NHL 2003,79
NHL 2003,80
NHL 2003,79
NHL 2004,85
NHL 2004,85
NHL 2004,85
NHL 2005,75
NHL 2005,77
NHL 2005,75
NHL 2K10,79
NHL 2K10,66
NHL 2K10,69
NHL 2K11,62
NHL 2K3,89
NHL 2K3,89
NHL 2K3,89
NHL 2K6,81
NHL 2K6,83
NHL 2K6,75
NHL 2K7,79
NHL 2K7,78
NHL 2K8,71
NHL 2K9,69
NHL 2K9,65
NHL FaceOff 2001,57
NHL Hitz 20-02,78
NHL Hitz 20-02,79
NHL Hitz 20-02,79
NHL Hitz 20-03,82
NHL Hitz 20-03,81
NHL Hitz 20-03,82
NHL Hitz Pro,79
NHL Hitz Pro,81
NHL Rivals 2004,65
Nickelodeon Party Blast,19
Nicktoons: Attack of the Toybots,60
NieR,68
NieR,67
Night at the Museum: Battle of the Smithsonian,50
NightCaster,61
NightCaster II: Equinox,46
NiGHTS: Journey of Dreams,69
Nightshade,68
Nights of Azure,67
Ninja Assault,60
Ninja Blade,68
Ninjabread Man,20
Ninja Gaiden,91
Ninja Gaiden: Dragon Sword,83
Ninja Gaiden 3,58
Ninja Gaiden 3,58
Ninja Gaiden Black,94
Ninja Gaiden II,81
Ninja Gaiden Sigma,88
Ninja Gaiden Sigma 2,83
Ninja Reflex,49
Ninjatown,80
Ni no Kuni: Wrath of the White Witch,85
Nintendo Land,77
Nitrobike,49
Nitroplus Blasterz: Heroines Infinite Duel,70
Nobunaga's Ambition: Iron Triangle,76
Nobunaga's Ambition: Rise to Power,70
Nobunaga's Ambition: Sphere of Influence,80
No Man's Sky,71
No More Heroes,83
No More Heroes: Heroes' Paradise,72
No More Heroes 2: Desperate Struggle,84
Nostalgia,72
NPPL: Championship Paintball 2009,45
NPPL: Championship Paintball 2009,44
Obscure,65
Obscure,66
Obscure: The Aftermath,53
Obscure: The Aftermath,66
Odama,62
Oddworld: Abe's Exoddus,88
Oddworld: Abe's Oddysee,85
Oddworld: Munch's Oddysee,80
Oddworld: Munch's Oddysee,44
Oddworld: Stranger's Wrath,88
Odin Sphere,83
Odin Sphere: Leifthrasir,87
Odin Sphere: Leifthrasir,93
Off-Road Drive,60
Oil Rush,67
Okage: Shadow King,70
Okami,93
Okami,90
OkamiDen,82
Omega Quintet,58
Omerta: City of Gangsters,43
Onechanbara: Bikini Samurai Squad,39
Onechanbara: Bikini Zombie Slayers,55
Onechanbara Z2: Chaos,57
One Piece: Burning Blood,66
One Piece: Burning Blood,62
One Piece: Burning Blood,60
One Piece: Pirate Warriors,64
One Piece: Pirate Warriors 2,71
One Piece: Pirate Warriors 3,74
One Piece: Pirate Warriors 3,76
One Piece: Unlimited Adventure,67
One Piece: Unlimited World Red,75
One Piece: Unlimited World Red,71
One Piece: Unlimited World Red,67
One Piece: Unlimited World Red,66
One Piece Unlimited Cruise SP,46
Oni,69
Onimusha: Blade Warriors,65
Onimusha: Dawn of Dreams,81
Onimusha: Warlords,86
Onimusha 2: Samurai's Destiny,84
Onimusha 3: Demon Siege,85
Onimusha Tactics,64
Online Chess Kingdoms,60
Open Season,59
Open Season,49
Operation: Vietnam,65
Operation Abyss: New Tokyo Legacy,66
Operation Darkness,46
Operation Flashpoint: Dragon Rising,77
Operation Flashpoint: Dragon Rising,76
Operation Flashpoint: Dragon Rising,76
Operation Flashpoint: Elite,64
Operation Flashpoint: Red River,67
Operation Flashpoint: Red River,69
Operation Flashpoint: Red River,67
Opoona,65
Order of War,69
Oreshika: Tainted Bloodlines,78
Orphen: Scion of Sorcery,54
Otogi: Myth of Demons,80
Otogi 2: Immortal Warriors,79
Outlaw Golf,72
Outlaw Tennis,66
Outlaw Volleyball,77
OutRun 2006: Coast 2 Coast,81
OutRun 2006: Coast 2 Coast,82
Over G Fighters,49
Overlord,76
Overlord,81
Overlord: Dark Legend,68
Overlord: Minions,58
Overlord: Raising Hell,72
Overlord II,75
Overlord II,72
Overlord II,79
Over the Hedge,58
Over the Hedge,61
Over the Hedge,71
Overwatch,90
Overwatch,91
Overwatch,91
P.T.O. IV: Pacific Theater of Operations,71
PAC-MAN and the Ghostly Adventures,51
PAC-MAN and the Ghostly Adventures,49
PAC-MAN and the Ghostly Adventures,58
Pac-Man and the Ghostly Adventures 2,60
Pac-Man and the Ghostly Adventures 2,59
Pac-Man Collection,79
Pac-Man Fever,47
Pac-Man Party,59
Pac-Man Party 3D,43
Pac-Man World 2,73
Pac-Man World 2,74
Pac-Man World 3,63
Pac-Man World 3,66
Pac-Man World 3,61
Pac-Man World Rally,57
Pac-Man World Rally,54
Pac-Pix,71
Painkiller,81
Painkiller: Hell Wars,68
Pandora's Tower,73
PANGYA: Fantasy Golf,77
Panzer Dragoon Orta,90
Paper Mario: Color Splash,75
Paper Mario: Sticker Star,75
Paper Mario: The Thousand-Year Door,87
PaRappa The Rapper,92
PaRappa The Rapper,67
PaRappa The Rapper 2,67
Parasite Eve,81
Parasite Eve II,79
ParaWorld,71
Pariah,70
Paris-Dakar Rally,36
Patapon,86
Patapon 2,81
Patapon 3,74
Patrician IV,66
Payday 2,75
Payday 2,74
Payday 2,79
PDC World Championship Darts 2008,51
Peggle: Dual Shot,84
Peggle Nights,76
Percy Jackson and the Olympians: The Lightning Thief,56
Perfect Dark Zero,81
Persona 2: Eternal Punishment,83
Persona 4: Arena,86
Persona 4: Arena,83
Persona 4: Arena Ultimax,84
Persona 4: Arena Ultimax,85
Persona 4: Dancing All Night,76
Persona 4: Golden,93
Personal Trainer: Cooking,81
Persona Q: Shadow of the Labyrinth,83
Peter Jackson's King Kong: The Official Game of the Movie,82
Peter Jackson's King Kong: The Official Game of the Movie,82
Peter Jackson's King Kong: The Official Game of the Movie,80
Peter Jackson's King Kong: The Official Game of the Movie,81
Peter Jackson's King Kong: The Official Game of the Movie,56
Peter Jackson's King Kong: The Official Game of the Movie,28
Phantasy Star Collection,76
Phantasy Star Online,89
Phantasy Star Online Episode III: C.A.R.D. Revolution,71
Phantasy Star Online Ver. 2,80
Phantasy Star Portable,64
Phantasy Star Portable 2,69
Phantasy Star Universe,68
Phantasy Star Universe,64
Phantom Brave,81
Phantom Brave: The Hermuda Triangle,65
Phantom Brave: We Meet Again,76
Phantom Crash,74
Phantom Dust,81
Phineas and Ferb,80
Phineas and Ferb: Across the 2nd Dimension,76
Phineas and Ferb: Across the 2nd Dimension,63
Phoenix Wright: Ace Attorney,81
Phoenix Wright: Ace Attorney Trilogy,81
Picross 3D,83
Picross DS,83
Piglet's Big Game,70
Pikmin,89
Pikmin 2,90
Pikmin 3,87
Pillars of Eternity,89
PilotWings Resort,71
Pimp My Ride,38
Pimp My Ride,26
Pinball Hall of Fame: The Gottlieb Collection,73
Pinball Hall of Fame: The Williams Collection,82
Pinball Hall of Fame: The Williams Collection,82
Pinball Hall of Fame: The Williams Collection,83
Pinball Hall of Fame: The Williams Collection,67
Ping Pals,28
Pirates: Legend of the Black Buccaneer,42
Pirates: The Legend of Black Kat,72
Pirates of the Burning Sea,76
Pirates of the Caribbean,65
Pirates of the Caribbean: At World's End,55
Pirates of the Caribbean: At World's End,53
Pirates of the Caribbean: At World's End,61
Pirates of the Caribbean: At World's End,54
Pirates of the Caribbean: At World's End,58
Pirates of the Caribbean: Dead Man's Chest,70
Pirates of the Caribbean: Dead Man's Chest,52
Pirates of the Caribbean: Dead Man's Chest,63
Pirates of the Caribbean: The Curse of the Black Pearl,49
Pirates of the Caribbean: The Legend of Jack Sparrow,51
Pitfall: The Lost Expedition,70
Pitfall: The Lost Expedition,73
Pitfall: The Lost Expedition,73
PixelJunk Monsters Deluxe,86
Planescape: Torment,91
Planet 51,53
Planet Puzzle League,86
Plants vs. Zombies,87
Plants vs. Zombies,89
Plants vs. Zombies,81
Plants vs. Zombies,85
Plants vs. Zombies: Garden Warfare,69
Plants vs. Zombies: Garden Warfare,76
Plants vs. Zombies: Garden Warfare,75
Plants vs. Zombies: Garden Warfare,78
Plants vs. Zombies: Garden Warfare 2,81
Plants vs. Zombies: Garden Warfare 2,80
Plants vs. Zombies: Garden Warfare 2,82
Playboy: The Mansion,59
Playboy: The Mansion,61
PlayStation All-Stars Battle Royale,74
PlayStation All-Stars Battle Royale,75
PlayStation Move Heroes,53
PlayStation VR Worlds,59
Point Blank 3,78
Pokemon Art Academy,76
Pokemon Battle Revolution,53
Pokemon Channel,55
Pokémon Colosseum,73
Pokemon Conquest,80
Pokemon Dash,46
Pokémon Emerald Version,76
Pokémon Mystery Dungeon: Blue Rescue Team,62
Pokemon Mystery Dungeon: Explorers of Sky,54
Pokemon Mystery Dungeon: Gates to Infinity,59
Pokémon Platinum Version,83
Pokemon Ranger,69
Pokemon Ranger: Guardian Signs,68
Pokemon Ranger: Shadows of Almia,68
Pokemon Rumble Blast,56
Pokemon Rumble World,58
Pokemon Super Mystery Dungeon,69
Pokemon XD: Gale of Darkness,64
PokePark 2: Wonders Beyond,60
PokéPark Wii: Pikachu's Adventure,62
Pokken Tournament,76
Polarium,73
Pony Friends,67
Pool Hall Pro,62
Pool Party,32
Popeye: Rush for Spinach,48
PoPoLoCrois,66
Portal 2,95
Portal 2,95
Portal 2,95
Portal Runner,53
Port Royale 2,75
Post Mortem,71
Powerdrome,69
Power Gig: Rise of the SixString,36
Power Gig: Rise of the SixString,36
Power Rangers: Dino Thunder,49
Power Rangers: Ninja Storm,55
Power Rangers: Wild Force,55
Power Stone Collection,74
PowerUp Heroes,61
PQ2: Practical Intelligence Quotient,74
Praetorians,78
Predator: Concrete Jungle,47
Predator: Concrete Jungle,46
Prey,79
Pride FC: Fighting Championships,73
Primal,73
Prince of Persia,85
Prince of Persia,81
Prince of Persia: Rival Swords,70
Prince of Persia: Rival Swords,74
Prince of Persia: The Fallen King,64
Prince of Persia: The Forgotten Sands,75
Prince of Persia: The Forgotten Sands,74
Prince of Persia: The Forgotten Sands,65
Prince of Persia: The Forgotten Sands,77
Prince of Persia: The Forgotten Sands,57
Prince of Persia: The Forgotten Sands,75
Prince of Persia: The Sands of Time,92
Prince of Persia: The Sands of Time,92
Prince of Persia: The Sands of Time,92
Prince of Persia: The Sands of Time,75
Prince of Persia: The Two Thrones,85
Prince of Persia: The Two Thrones,85
Prince of Persia: The Two Thrones,84
Prince of Persia: Warrior Within,83
Prince of Persia: Warrior Within,83
Prince of Persia: Warrior Within,83
Princess Debut,71
Prinny: Can I Really Be the Hero?,72
Prison Architect,80
Prison Architect,74
Prison Break: The Conspiracy,42
Prison Break: The Conspiracy,40
Pro Cycling Manager 2016,64
Pro Evolution Soccer 2008,82
Pro Evolution Soccer 2008,74
Pro Evolution Soccer 2008,76
Pro Evolution Soccer 2008,83
Pro Evolution Soccer 2008,80
Pro Evolution Soccer 2010,78
Pro Evolution Soccer 2010,78
Pro Evolution Soccer 2010,72
Pro Evolution Soccer 2010,82
Pro Evolution Soccer 2010,78
pro evolution soccer 2011,77
pro evolution soccer 2011,74
pro evolution soccer 2011,79
pro evolution soccer 2011,78
Pro Evolution Soccer 2011 3D,73
Pro Evolution Soccer 2012,80
Pro Evolution Soccer 2012,74
Pro Evolution Soccer 2012,78
Pro Evolution Soccer 2012,79
Pro Evolution Soccer 2012,77
Pro Evolution Soccer 2013,82
Pro Evolution Soccer 2013,82
Pro Evolution Soccer 2013,80
Pro Evolution Soccer 2014,78
Pro Evolution Soccer 2014,80
Pro Evolution Soccer 2014,74
Pro Evolution Soccer 2015,82
Pro Evolution Soccer 2015,79
Pro Evolution Soccer 2015,82
Pro Evolution Soccer 2016,87
Pro Evolution Soccer 2016,85
Pro Evolution Soccer 2016,76
Pro Evolution Soccer 2017,85
Pro Evolution Soccer 2017,87
Pro Evolution Soccer 2017,69
Professor Heinz Wolff's Gravity,63
Professor Layton and the Azran Legacy,81
Professor Layton and the Curious Village,85
Professor Layton and the Diabolical Box,84
Professor Layton and the Last Specter,83
Professor Layton and the Unwound Future,86
Professor Layton vs Phoenix Wright: Ace Attorney,79
Pro Fishing Challenge,62
Project: Snowblind,78
Project: Snowblind,79
Project CARS,83
Project CARS,81
Project CARS,83
Project Eden,71
Project Gotham Racing,85
Project Spark,73
Project Sylpheed: Arc of Deception,64
Project X Zone,70
Pro Race Driver,81
Pro Race Driver,80
Prototype: Biohazard Bundle,48
Prototype: Biohazard Bundle,56
Pryzm Chapter One: The Dark Unicorn,59
Psi-Ops: The Mindgate Conspiracy,84
Psi-Ops: The Mindgate Conspiracy,84
Psychonauts,88
Psychonauts,86
Psycho-Pass: Mandatory Happiness,72
Psycho-Pass: Mandatory Happiness,64
Puchi Puchi Virus,73
Pulse Racer,24
Pump It Up: Exceed,73
Pump It Up: Exceed,74
Puppeteer,80
Pure,85
Pure,83
Pure Futbol,46
Pure Futbol,38
Pure Pinball,68
Purr Pals,67
Pursuit Force,75
Pursuit Force: Extreme Justice,73
Puss in Boots,70
Putty Squad,38
Puzzle de Harvest Moon,41
Puzzle Kingdoms,64
Puzzle Quest: Challenge of the Warlords,82
Puzzle Quest: Challenge of the Warlords,71
Puzzle Quest: Challenge of the Warlords,78
Puzzle Quest: Challenge of the Warlords,84
Puzzle Quest: Galactrix,75
Puzzle Quest 2,74
Quake 4,75
Quake 4,81
Quake III: Revolution,84
Quantum Break,77
Quantum Break,66
Quantum Redshift,70
Quantum Theory,43
Quantum Theory,37
R: Racing Evolution,66
R.U.S.E.,76
R.U.S.E.,76
R.U.S.E.,78
R4: Ridge Racer Type 4,88
Rabbids Go Home,78
Rabbids Land,52
Race Driver 2006,81
RACE On,73
Race Pro,72
Racing Gears Advance,83
Racquet Sports,45
Racquet Sports,51
Radiant Historia,85
Radiata Stories,74
Rage,81
Rage,81
Rage,79
Ragnarok DS,53
Ragnarok Odyssey,66
Raiden Fighters Aces,73
Raiden IV,63
Railroad Tycoon 3,80
Rail Simulator,72
RalliSport Challenge,87
RalliSport Challenge 2,87
Rampage: Total Destruction,57
Rampage: Total Destruction,51
Rampage: Total Destruction,46
Rango: The Video Game,65
Rango: The Video Game,68
Rapala Fishing Frenzy 2009,31
Rapala Fishing Frenzy 2009,41
Rapala Pro Fishing,59
Rapala Tournament Fishing!,41
Rare Replay,84
Ratatouille,65
Ratatouille,64
Ratatouille,55
Ratatouille,62
Ratatouille,60
Ratchet: Deadlocked,81
Rave Master,60
Raven Squad: Operation Hidden Dagger,38
Raven Squad: Operation Hidden Dagger,39
Raving Rabbids: Travel in Time,62
Ray Gigant,72
Rayman 2: Revolution,90
Rayman 3,83
Rayman 3: Hoodlum Havoc,76
Rayman 3: Hoodlum Havoc,75
Rayman 3: Hoodlum Havoc,77
Rayman 3: Hoodlum Havoc,74
Rayman 3D,61
Rayman Advance,84
Rayman Arena,63
Rayman Arena,60
Rayman DS,58
Rayman Legends,92
Rayman Legends,91
Rayman Legends,90
Rayman Legends,90
Rayman Legends,91
Rayman Legends,87
Rayman Origins,87
Rayman Origins,87
Rayman Origins,92
Rayman Origins,88
Rayman Origins,71
Rayman Origins,86
Rayman Raving Rabbids,76
Rayman Raving Rabbids,58
Rayman Raving Rabbids,67
Rayman Raving Rabbids,56
Rayman Raving Rabbids: TV Party,73
Rayman Raving Rabbids 2,67
Rayman Raving Rabbids 2,57
RayStorm,79
Raze's Hell,71
RC Revenge Pro,49
Real Heroes: Firefighter,67
Reality Fighters,54
Real Time Conflict: Shogun Empires,35
Real World Golf,73
Rebelstar: Tactical Command,78
Record of Agarest War,67
Record of Agarest War,71
Record of Agarest War 2,56
ReCore,63
Red Bull BC One,48
RedCard 20-03,73
RedCard 20-03,67
RedCard 20-03,71
Red Dead Redemption,95
Red Dead Redemption,95
Red Dead Revolver,73
Red Dead Revolver,74
Red Faction,88
Red Faction: Armageddon,71
Red Faction: Armageddon,71
Red Faction: Armageddon,75
Red Faction: Guerrilla,85
Red Faction: Guerrilla,85
Red Faction: Guerrilla,82
Red Faction II,84
Red Faction II,74
Red Faction II,79
Red Ninja: End of Honor,47
Red Ninja: End of Honor,46
Red Orchestra 2: Heroes of Stalingrad,76
Red Steel,63
Red Steel 2,80
Reign of Fire,56
Reign of Fire,54
Remember Me,72
Remember Me,70
Remember Me,65
Rengoku: The Tower of Purgatory,43
Rengoku II:  The Stairway To H.E.A.V.E.N.,51
Republique,72
Resident Evil,91
Resident Evil: Dead Aim,65
Resident Evil: Deadly Silence,71
Resident Evil: Operation Raccoon City,52
Resident Evil: Operation Raccoon City,52
Resident Evil: Operation Raccoon City,48
Resident Evil: Outbreak,71
Resident Evil: Revelations,82
Resident Evil: Revelations,74
Resident Evil: Revelations,75
Resident Evil: Revelations,80
Resident Evil: Revelations,77
Resident Evil: Revelations 2,75
Resident Evil: Revelations 2,65
Resident Evil: Revelations 2,75
Resident Evil: Survivor,39
Resident Evil: The Darkside Chronicles,75
Resident Evil: The Mercenaries 3D,65
Resident Evil: The Umbrella Chronicles,75
Resident Evil 2,89
Resident Evil 2,59
Resident Evil 3: Nemesis,62
Resident Evil 4,96
Resident Evil 4,96
Resident Evil 4,76
Resident Evil 5,84
Resident Evil 5,83
Resident Evil 5,86
Resident Evil 6,74
Resident Evil 6,67
Resident Evil 6,69
Resident Evil 6,60
Resident Evil 6,63
Resident Evil Archives: Resident Evil,76
Resident Evil Archives: Resident Evil Zero,62
Resident Evil - Code: Veronica X,84
Resident Evil - Code: Veronica X,62
Resident Evil Outbreak File #2,58
Resistance: Burning Skies,60
Resistance: Fall of Man,86
Resistance: Retribution,81
Resistance 2,87
Resistance 3,83
Resonance of Fate,72
Resonance of Fate,74
Retro Atari Classics,51
Retro Game Challenge,77
Return to Castle Wolfenstein: Operation Resurrection,66
Return to Castle Wolfenstein: Tides of War,84
Return to PopoloCrois: A Story of Seasons Fairytale,72
Rez,78
Rhapsody: A Musical Adventure,67
Rhythm Heaven,83
Ribbit King,58
Ride,66
Ride,54
Ride,68
Ride 2,71
Ride 2,78
Ride to Hell,19
Ride to Hell,13
Ridge Racer,88
Ridge Racer,44
Ridge Racer 3D,75
Ridge Racer 6,74
Ridge Racer 7,78
Ridge Racer DS,63
Ridge Racer Unbounded,72
Ridge Racer Unbounded,71
Ridge Racer Unbounded,72
Ridge Racer V,78
Riding Spirits,59
RIFT,84
RIGS: Mechanized Combat League,79
Ring of Red,82
Rio,60
Risen,60
Risen,77
Risen 2: Dark Waters,69
Risen 2: Dark Waters,47
Risen 2: Dark Waters,60
Risen 3: Titan Lords,65
Risen 3: Titan Lords,36
Risen 3: Titan Lords,44
Rise of Nations,89
Rise of Nations: Rise of Legends,84
Rise of Nightmares,54
Rise of the Kasai,68
Rise of the Tomb Raider,86
Rise of the Tomb Raider,86
Risk: Global Domination,60
River City Ransom EX,75
Riviera: The Promised Land,76
Riviera: The Promised Land,68
RLH: Run Like Hell,58
RLH: Run Like Hell,55
RoadKill,71
RoadKill,68
Road Rash: Jailbreak,78
Road Trip,80
Robin Hood: Defender of the Crown,59
Robinson: The Journey,65
Robocalypse,78
RoboCop,30
Robot Alchemic Drive,79
Robotech: Battlecry,72
Robotech: Battlecry,74
Robotech: The Macross Saga,61
Robots,53
Rock 'N Roll Racing,80
Rock Band 2,92
Rock Band 2,91
Rock Band 2,92
Rock Band 3,93
Rock Band 3,91
Rock Band 3,91
Rock Band 3,79
Rock Band 4,79
Rock Band 4,78
Rock Band Unplugged,79
Rocket League,85
Rocket League,87
Rocket League,86
Rock of the Dead,48
Rock Revolution,38
Rocksmith,80
Rocksmith,77
Rockstar Games presents Table Tennis,81
Rockstar Games presents Table Tennis,68
Rocky,74
Rocky,74
Rocky: Legends,65
Rocky: Legends,67
Rocky Balboa,58
Rodea the Sky Soldier,45
Rodea the Sky Soldier,45
Rogue Galaxy,83
Rogue Ops,61
Rogue Trooper,71
Rogue Trooper,71
Rogue Trooper: Quartz Zone Massacre,70
Rogue Warrior,27
Rogue Warrior,28
Rollcage Stage II,85
RollerCoaster Tycoon,62
RollerCoaster Tycoon 2,74
RollerCoaster Tycoon 3,81
RollerCoaster Tycoon World,43
Rolling Stone: Drum King,32
Romance of the Three Kingdoms IX,74
Romance of the Three Kingdoms VII,72
Romance of the Three Kingdoms VIII,77
Romance of the Three Kingdoms X,71
Romance of the Three Kingdoms XI,69
Romancing SaGa,58
Rome: Total War,92
Root Letter,78
Root Letter,69
Rory McIlroy PGA Tour,61
Rory McIlroy PGA Tour,60
RPG Maker,66
RPG Maker 3,69
RPG Maker II,65
RTX Red Rock,49
R-Type Command,69
R-Type Final,79
Ruff Trigger: The Vanocore Conspiracy,57
Rugby 06,70
Rugby 08,74
Rugby 15,19
Rugby 15,20
Rugby 2004,61
Rugby 2005,71
Rugby 2005,75
Rugby Challenge 3,64
Rugby World Cup 2011,50
Rugby World Cup 2011,55
Rugby World Cup 2015,25
Rule of Rose,59
Rumble Racing,85
Rumble Roses,66
Rumble Roses XX,62
Runaway: A Twist of Fate,79
Rune: Viking Warlord,53
Rune Factory: A Fantasy Harvest Moon,78
Rune Factory: Frontier,79
Rune Factory: Tides of Destiny,55
Rune Factory 2: A Fantasy Harvest Moon,77
Rune Factory 3: A Fantasy Harvest Moon,77
Rune Factory 4,78
Rygar: The Battle of Argus,52
Rygar: The Legendary Adventure,83
Ryse: Son of Rome,60
S.L.A.I.: Steel Lancer Arena International,66
S.T.A.L.K.E.R.: Call of Pripyat,80
S.T.A.L.K.E.R.: Clear Sky,75
S.T.A.L.K.E.R.: Shadow of Chernobyl,82
Sabrina The Teenage Witch: Potion Commotion,63
Sacred 2: Fallen Angel,71
Sacred 2: Fallen Angel,70
Sacred 2: Fallen Angel,71
Sacred 3,56
Sacred 3,51
Sacred 3,57
SafeCracker: The Ultimate Puzzle Adventure,56
Saint Seiya: Brave Soldiers,55
Saint Seiya: Sanctuary Battle,62
Saint Seiya: Soldiers' Soul,59
Saints Row,81
Saints Row: Gat out of Hell,64
Saints Row: Gat out of Hell,65
Saints Row: The Third,84
Saints Row: The Third,82
Saints Row: The Third,84
Saints Row 2,81
Saints Row 2,82
Saints Row 2,72
Saints Row IV,81
Saints Row IV,76
Saints Row IV,86
Saiyuki: Journey West,73
"Sakura Wars: So Long,0.29
"Sakura Wars: So Long,0.1
Salt Lake 2002,49
Samba De Amigo,68
Samurai Champloo: Sidetracked,66
Samurai Jack: The Shadow of Aku,59
Samurai Shodown Anthology,74
Samurai Shodown Sen,46
Samurai Warriors,73
Samurai Warriors,71
Samurai Warriors: Katana,53
Samurai Warriors: State of War,64
Samurai Warriors: Xtreme Legends,72
Samurai Warriors 2,58
Samurai Warriors 2,52
Samurai Warriors 2: Empires,55
Samurai Warriors 2: Empires,53
Samurai Warriors 2: Xtreme Legends,50
Samurai Warriors 3,55
Samurai Warriors 4,76
Samurai Warriors 4,76
Samurai Warriors 4: Empires,71
Samurai Warriors 4-II,73
Samurai Warriors Chronicles,61
Samurai Warriors Chronicles 3,63
Samurai Warriors Chronicles 3,70
Samurai Western,58
Sands of Destruction,63
SAW,59
SAW,59
SAW,55
SBK: Snowboard Kids,63
SBK Superbike World Championship,59
SBK Superbike World Championship,63
SBK X: Superbike World Championship,73
SBK X: Superbike World Championship,74
Scaler,70
Scaler,69
Scarface: Money. Power. Respect.,58
Scarface: The World is Yours,75
Scarface: The World is Yours,76
Scarface: The World is Yours,73
Scarface: The World is Yours,71
Scene It? Box Office Smash,76
Scene It? Lights Camera Action,73
ScrapLand,73
Scribblenauts,79
Scribblenauts: Unlimited,73
Scribblenauts: Unlimited,73
Scribblenauts Unmasked: A DC Comics Adventure,71
Scribblenauts Unmasked: A DC Comics Adventure,68
Scurge: Hive,70
Seaman,82
Sébastien Loeb Rally Evo,71
Sébastien Loeb Rally Evo,63
Second Sight,76
Second Sight,75
Second Sight,77
Secret Agent Clank,72
Secret Agent Clank,61
Secret Files: Tunguska,66
Secret Files: Tunguska,65
Secret Files: Tunguska,71
Secret Files 2: Puritas Cordis,64
Secret Weapons Over Normandy,81
Secret Weapons Over Normandy,77
Section 8,69
Section 8,72
Seek and Destroy,63
Sega Bass Fishing,59
SEGA Classics Collection,46
Sega GT,84
Sega GT 2002,82
Sega GT Online,72
Sega Rally Revo,75
Sega Rally Revo,77
Sega Rally Revo,74
Sega Rally Revo,74
Sega Soccer Slam,84
Sega Soccer Slam,80
Sega Superstars,72
Sega Superstars Tennis,67
Sega Superstars Tennis,71
Sega Superstars Tennis,67
Sega Superstars Tennis,70
Self-Defense Training Camp,21
Sengoku,70
Sengoku Basara: Samurai Heroes,61
Sengoku Basara: Samurai Heroes,65
Senran Kagura: Estival Versus,71
Senran Kagura: Estival Versus,67
Senran Kagura 2: Deep Crimson,58
Serious Sam,75
Serious Sam: Next Encounter,65
Serious Sam: Next Encounter,69
Serious Sam 3: BFE,72
Serious Sam Advance,51
Serious Sam II,72
Serious Sam II,74
Sesame Street: Once Upon A Monster,79
Seven Samurai 20XX,52
Shadow Hearts,73
Shadow Hearts: Covenant,85
Shadow Hearts: From The New World,76
Shadow Man: 2econd Coming,68
Shadow of Destiny,78
Shadow of Destiny,54
Shadow of Rome,75
Shadow of the Colossus,91
Shadow Ops: Red Mercury,61
Shadowrun,66
Shadows of the Damned,77
Shadows of the Damned,76
Shadow The Hedgehog,51
Shadow The Hedgehog,45
Shadow The Hedgehog,49
Shaman King: Power of Spirit,54
Shantae and the Pirate's Curse,82
Shape Up,58
Shark Tale,69
Shark Tale,63
Shattered Union,66
Shaun Palmer's Pro Snowboarder,64
Shaun White Skateboarding,61
Shaun White Skateboarding,61
Shaun White Snowboarding,63
Shaun White Snowboarding,70
Shaun White Snowboarding: Road Trip,78
Shaun White Snowboarding: World Stage,72
Shellshock: Nam '67,58
ShellShock 2: Blood Trails,30
ShellShock 2: Blood Trails,35
Shenmue,88
Shenmue II,88
Shenmue II,80
Sherlock Holmes: The Devil's Daughter,65
Sherlock Holmes: The Devil's Daughter,70
Sherlock Holmes: The Mystery of the Mummy,57
Sherlock Holmes vs. Jack the Ripper,62
Shifters,37
Shining Force: Resurrection of the Dark Dragon,77
Shining Force EXA,64
Shining Force NEO,69
Shining Soul,58
Shining Soul II,74
Shining Tears,61
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,79
Shin Megami Tensei: Devil Survivor,84
Shin Megami Tensei: Devil Survivor 2,79
Shin Megami Tensei: Devil Survivor Overclocked,78
Shin Megami Tensei: Digital Devil Saga,78
Shin Megami Tensei: Digital Devil Saga 2,82
Shin Megami Tensei: Nocturne,82
Shin Megami Tensei: Persona,78
Shin Megami Tensei: Persona 3,86
Shin Megami Tensei: Persona 3 FES,89
Shin Megami Tensei: Persona 3 Portable,89
Shin Megami Tensei: Persona 4,90
Shin Megami Tensei: Strange Journey,80
Shin Megami Tensei IV,83
Shinobi,71
Shinobi,69
Ship Simulator 2008,62
Ship Simulator Extremes,49
Shiren the Wanderer,71
Shovel Knight,90
Shovel Knight,88
Shovel Knight,90
Showdown: Legends of Wrestling,55
