0.02,35
0.07,19
0.2,66
0.16,70
0.03,64
0.04,56
1.63,90
0.7,66
0.63,82
0.13,77
0.33,51
0.14,74
0.99,78
0.01,27
0.11,75
0.07,37
0.16,77
0.2,73
0.19,63
0.09,64
0.56,75
0.19,64
0.06,59
0.36,72
0.36,45
0.45,75
0.29,72
0.56,66
0.15,65
0.06,61
0.14,77
0.11,74
0.13,79
0.19,62
0.15,64
0.18,59
0.26,73
0.07,57
0.12,66
0.79,78
0.41,75
0.67,74
0.08,43
0.2,65
0.25,65
0.39,65
0.21,68
0.09,57
0.3,74
0.13,39
0.02,36
0.24,48
0.17,54
0.15,56
1.64,72
1.17,74
0.95,73
0.85,74
0.32,49
0.28,58
0.26,54
0.16,67
0.09,69
2.52,75
0.01,82
0.46,81
0.04,60
0.1,71
0.24,61
0.05,71
0.22,49
0.59,60
0.49,43
5.54,81
4.82,81
0.05,58
1.23,63
3.49,89
2.82,90
0.59,88
4.22,80
4.19,80
0.74,80
1.29,72
1.01,72
0.08,74
3.96,70
3.5,72
0.55,70
0.07,70
0.04,69
5.55,91
5.26,90
0.55,86
0.28,69
6.45,85
5.29,84
0.93,80
0.35,85
1.32,70
3.71,88
3.3,86
2.85,83
0.64,84
0.29,86
3.39,76
1.3,78
0.21,74
0.2,72
0.08,74
0.06,73
0.02,63
0.03,48
0.09,54
0.09,85
0.11,56
0.11,48
0.4,71
0.24,71
0.4,66
0.09,64
0.12,70
0.26,70
0.15,74
0.06,68
0.18,76
0.12,75
0.42,74
0.27,61
0.03,62
0.04,38
0.42,46
2.41,82
0.57,63
2.18,82
1.2,78
0.28,70
0.39,66
0.24,71
0.02,75
0.5,60
0.33,64
0.28,56
0.11,57
0.11,50
0.01,77
0.24,52
0.09,66
0.05,66
0.13,70
0.04,37
0.6,51
0.17,50
0.28,46
1.15,43
0.18,35
0.05,35
0.21,61
0.2,65
1.38,60
0.66,62
0.24,60
0.23,63
1.24,87
0.2,83
0.14,79
0,0.03
0.68,78
0.26,77
0.18,68
0.02,19
0.97,79
0.79,76
0.74,76
0.43,65
0.08,83
0.01,77
0.33,72
0.1,68
0.56,47
0.09,62
0.04,65
0.13,60
0.07,50
0.13,80
0.21,63
0.28,57
0.27,80
0.1,75
4.23,91
3.48,92
0.32,91
5.48,96
4.73,94
0.53,91
3.95,87
1.49,85
0.13,70
2.29,76
1.88,74
0.31,74
0.31,68
0.42,61
0.27,68
0.3,75
0.11,25
0.08,29
0.26,73
0.11,77
0.35,63
0.11,67
0.07,63
0.29,74
0.55,68
0.26,70
0.56,64
0.21,65
0.17,61
0.15,66
0.4,76
0.34,75
1.27,69
0.03,48
0.26,68
0.15,71
0.08,69
0.03,73
0.09,71
1.46,83
1.34,84
3.47,88
2.95,88
0.72,87
2.1,73
1.21,71
0.14,71
4.08,88
2.25,87
0.38,88
0.03,89
0.08,91
0.56,80
0.44,80
0.41,77
0.03,80
7.32,84
7.17,85
2.78,89
3.59,85
3.49,80
3.48,79
2.02,81
1.35,81
0.03,84
0.01,75
0.02,69
0.12,64
0.16,66
0.26,73
0.01,76
0.32,76
0.03,74
0.01,71
0.04,66
1.21,87
0.93,90
0.76,91
0.05,50
0.1,76
0.17,48
0.09,80
0.07,67
0.32,73
0.33,62
0.17,71
0.1,65
0.08,82
0.05,78
0.8,45
1.23,63
0.71,60
0.44,65
0.22,61
0.18,51
0.4,51
0.16,51
0.09,44
0.04,49
0.2,40
0.21,33
1.63,70
0.06,78
1.66,44
6.62,74
3.79,68
0.84,62
0.19,59
0.08,63
0.2,51
0.07,50
0.25,71
0.33,72
0.19,74
0.36,71
0.28,70
0.43,51
0.21,47
0.06,49
0.11,51
0.07,59
0.06,72
0.04,52
2.83,96
0.41,96
1.42,94
2.2,88
1.54,88
1.93,93
1.69,94
0.66,94
0.37,84
0.16,84
0.23,73
0.15,77
0.09,84
0.14,75
1.25,79
0.42,77
0.15,66
0.05,58
0.57,62
0.08,56
0.01,67
0.12,37
0.06,60
0.31,49
0.13,53
0.1,52
0.1,53
0.17,58
0.05,48
0.28,58
0.09,63
0,0.01
0.57,87
0.36,86
0.11,82
0.3,83
0.14,80
0.41,87
0.31,85
0.11,83
0.09,73
0.13,77
0.11,64
0.08,85
0.66,67
0.42,66
0.08,69
0.02,65
0.83,57
0.15,70
0.14,72
0.15,82
0.32,58
0.49,58
0.2,59
0.45,83
0.56,71
0.53,78
0.89,76
0.16,69
0.15,62
0.1,68
2.48,92
0.16,61
0.04,72
0.02,73
0.11,40
0.07,47
0.39,67
0.19,76
0.42,75
0.21,76
0.11,73
0.27,70
0.15,71
0.57,71
0.18,75
0.35,71
0.09,59
0.04,61
0.23,58
0.92,79
0.1,63
0.21,69
0.72,81
0.59,82
0.06,81
0.15,54
0.11,58
0.06,60
0.2,57
0.11,50
0.11,53
0.15,83
0.04,78
0.56,50
0.25,57
0.19,59
0.05,72
0.15,75
0.15,73
0.04,34
0.25,81
0.08,70
0.17,57
0.06,55
0.12,79
0.49,57
1.21,85
0.46,86
3.44,84
2.09,83
0.18,81
0.88,82
0.43,80
0.72,74
0.61,77
0.29,75
3.05,89
2.23,91
0.93,89
0.64,64
0.03,82
0.19,53
0.03,63
0.03,90
0.09,71
20.15,77
15.29,77
0.15,39
0.45,68
0.02,78
0.38,60
0.06,42
1.14,81
0.49,81
0.01,61
0.12,71
0.22,79
0.19,78
0.19,81
0.56,83
1.03,68
0.73,72
0.18,70
0.24,63
0.22,53
0.24,74
0.06,80
0.02,77
0.07,72
0.02,77
0.14,81
0.04,81
0.46,65
0.13,45
0.46,71
0.31,85
0.93,76
0.87,76
0.02,79
0.66,88
0.46,82
0.04,72
0.31,32
0.38,52
0.97,82
0.94,83
0.83,77
0.04,50
0.05,38
0.23,79
0.18,72
0.12,73
0.03,75
0.03,44
0.93,61
0.1,72
1.02,84
0.53,83
0.16,82
0.1,55
0.94,87
1.06,80
0.5,83
0.03,72
0.74,79
0.3,78
0.13,75
0.85,86
0.24,88
0.15,89
2.68,93
1.31,94
0.45,76
0.84,86
0.18,38
1.94,87
1.35,88
0.09,87
0.9,90
0.53,89
0.5,89
1.16,83
0.03,46
0.26,66
0.11,75
0.31,49
0.63,54
0.08,55
0.04,44
0.14,53
0.13,48
1.42,59
0.56,55
0.18,65
1.17,57
0.13,39
0.33,60
0.21,65
0.11,59
0.11,51
0.05,39
0.04,74
0.11,55
0.11,49
0.06,77
7.66,83
5.27,81
0.41,78
14.61,87
12.63,88
1.37,80
0.58,74
13.79,83
13.67,83
1.53,74
0.41,81
2.89,76
1.21,73
0.4,74
10.25,73
9.36,71
3.83,78
2.92,78
0.34,69
4.46,77
2.42,78
0.14,73
13.47,94
10.6,94
0.88,86
14.73,88
13.32,88
1.72,78
0.82,70
2.13,64
7.38,84
5.39,85
1.94,83
0.89,75
0.18,83
2.03,89
0.06,86
2.67,77
1.12,78
0.33,76
2.7,82
1.5,80
1.07,82
9.31,94
6.68,94
1.15,92
1.05,75
1.47,33
0.01,72
0.18,71
0.88,78
0.6,77
0.03,78
0.29,45
0.27,47
0.11,51
0.51,78
0.3,72
0.02,65
0.2,57
0.22,80
0.75,81
0.11,68
0.1,80
0.19,61
0.17,60
0.08,51
0.03,54
1.19,81
0.02,52
0.01,51
4.05,56
2.03,48
1.56,38
0.23,66
1.21,71
1.2,70
1.13,50
0.97,54
0.93,71
0.25,65
0.68,69
0.41,63
0.14,58
0.15,54
0.1,58
0.14,58
0.04,67
0.02,67
0.28,91
0.89,91
0.42,70
0.12,74
0.43,89
0.26,87
0.94,79
1.1,85
0.66,83
0.2,63
0.09,70
0.04,58
0.36,85
0.4,85
1.27,93
0.41,80
0.13,69
0.1,86
0.16,49
0.7,79
0.31,82
0.17,46
0.07,47
0.06,45
0.14,82
0.12,65
0.06,67
0.45,50
0.02,73
0.65,77
1.28,85
0.3,65
0.04,64
0.16,60
0.02,23
0.35,35
0.3,36
0.18,39
0.11,39
0.12,60
0.39,79
0.13,79
0.12,64
0.19,78
0.02,33
0.13,75
0.35,27
0.14,19
0.44,84
0.22,81
0.07,83
0.05,82
0.48,65
0.02,74
0.28,71
1.86,94
1.34,92
0.07,67
0.14,85
0.01,72
0.05,70
0.02,70
0.07,61
0.13,63
0.04,75
0.31,41
0.16,42
0.33,74
0.73,55
0.56,66
0.43,58
1.43,84
0.89,84
0.7,73
0.14,61
0.32,63
0.2,60
0.01,63
0.33,69
0.17,49
0.18,69
0.11,68
0.1,66
0.09,62
3.45,83
0.75,59
0.06,56
0.05,63
0.08,51
0.09,58
0.1,49
0.03,67
0.01,80
0.21,69
0.2,67
0.11,68
0.06,71
0.02,60
0.11,73
0.1,84
0.01,87
0.91,90
0.05,83
0.02,83
1.4,86
0.04,86
0.1,82
0.12,70
0.21,82
0.18,81
0.18,81
0.14,82
0.42,91
0.07,56
0.07,44
0.02,69
0.03,62
0.39,44
0.03,68
0.06,58
0.18,67
0.07,67
0.02,72
0.05,93
0.04,87
0.04,70
0.34,80
0.34,69
0.19,69
0.17,62
0.12,62
0.41,81
0.63,80
0.39,82
0.12,64
0.19,52
0.19,51
0.01,58
1.57,55
0.87,65
0.08,62
0.19,62
0.1,62
0.53,58
0.22,60
0.21,47
0.11,58
0.06,60
0.1,73
0.58,78
0.3,83
0.01,62
5.63,67
2.89,61
0.87,62
3.58,70
0.61,56
0.11,39
0.05,42
0.18,60
0.04,67
0.24,53
1.33,57
0.08,54
0.03,74
1.11,74
0.08,88
1.75,83
1.12,70
0.14,64
0.5,73
0.47,60
0.43,70
0.42,45
0.64,64
0.15,66
0.21,63
0.09,65
1.73,78
5.42,66
1.23,70
0.59,62
1.36,75
7.13,91
0.64,67
3.39,68
1.95,69
0.46,77
0.31,70
0.26,66
0.48,73
0.45,69
0.41,70
0.32,65
0.54,66
0.24,68
0.16,66
0.13,69
4.79,88
2.52,80
0.49,69
0.3,48
0.47,64
0.07,82
0.2,69
0.16,61
0.14,60
0.06,54
0.05,30
0.06,55
0.06,78
0.09,78
0.07,75
0.87,88
0.03,62
3.18,83
0.23,52
0.55,67
0.02,0.13
0.12,25
0.08,83
0.12,71
0.71,91
0.02,84
1.34,84
1.29,85
0.74,86
0.9,76
0.87,77
0.63,76
0.12,45
0.18,39
0.17,42
0.04,47
0.1,51
0.17,71
0.03,78
0.16,75
0.12,53
0.21,67
0.37,65
0.16,74
0.04,53
0.04,74
0.07,49
0.09,36
0.07,36
3.17,82
0.19,74
2.04,86
0.81,86
2.07,73
1.58,69
0.44,66
0.47,69
0.04,74
2.13,77
1.14,76
1.04,73
0.54,82
0.42,78
0.38,75
0.32,74
0.5,65
0.3,65
1.75,55
0.03,56
0.19,63
1.02,48
0.24,42
0.33,80
0.17,81
0.21,72
1.08,75
0.92,73
0.19,70
0.09,53
1.54,80
0.96,87
0.01,61
0.1,44
0.2,52
0.48,72
0.47,72
1.06,83
0.15,83
0.02,82
0.02,79
0.01,80
0.84,84
0.79,83
0.15,81
0.15,85
2.02,89
0.99,89
1.27,91
0.74,91
0.17,91
1.65,89
0.39,87
0.07,89
0.12,65
0.15,74
0.03,80
0.03,71
0.2,63
0.66,58
0.05,68
0.35,59
0.31,59
0.02,57
0.32,74
0.21,75
0.09,56
0.07,32
1.05,82
0.27,67
1.38,81
0.28,78
0.2,76
0.38,82
0.19,81
0.11,82
0.43,57
4.21,85
0.51,67
0.23,72
1.81,82
0.04,75
2.37,71
2.27,71
0.22,80
0.78,57
0.6,62
0.14,63
0.05,67
0.05,56
0.04,37
0.22,72
0.26,68
0.11,62
0.28,84
0.45,79
1.77,87
0.47,85
0.64,74
0.32,76
0.18,38
0.5,83
0.25,53
0.05,43
0.59,73
0.45,61
0.43,62
0.29,60
2.08,85
0.04,78
0.29,61
1.49,79
1.36,80
0.14,78
0.03,82
0.32,72
0.27,72
0.06,66
1.57,78
2,88
1.4,89
0.59,86
1.51,90
1.42,89
0.32,87
0.98,78
0.96,76
0.47,82
1.36,73
0.72,73
0.14,77
0.13,54
0.28,60
0.21,61
0.2,51
0.11,54
1.7,20
1.29,56
0.1,51
0.19,61
0.11,71
0.08,47
0.05,68
0.28,76
0.96,82
0.21,74
0.18,79
0.15,77
0.11,75
2.5,50
0.33,26
0.13,67
0.11,70
0.07,57
0.4,73
0.57,60
0.35,59
0.21,64
1.76,83
0.09,79
0.42,68
0.34,69
0.32,75
0.29,74
1.94,80
0.25,81
0.46,58
0.34,61
0.17,72
0.11,75
0.02,76
0.02,62
1.82,89
0.17,70
0.16,66
0.13,75
0.15,74
5.64,76
3.37,75
1.93,86
1.19,89
0.13,57
0.14,69
0.01,90
1.37,89
1.37,89
0.58,90
0.33,84
0.38,84
0.17,83
0.03,83
0.21,81
0.06,43
0.25,64
2.99,94
1.97,68
2.09,84
1.57,84
1.34,84
0.04,78
0.82,74
0.43,77
0.16,67
1.59,94
0.13,88
1.06,87
5.14,88
1.91,86
1.41,87
1.22,63
0.12,54
0.09,49
0.11,51
0.02,64
0.09,63
0.04,71
0.02,65
0.11,75
0.24,43
0.58,42
0.15,48
0.09,55
0.03,54
0.07,49
0.1,71
1.21,86
0.14,51
0.02,31
0.22,61
0.22,50
1.48,57
1.05,83
0.87,83
0.02,84
0.99,87
0.8,87
0.37,51
0.32,55
0.05,89
1.06,87
0.72,87
0.15,86
0.37,85
0.12,86
0.03,86
0.23,75
0.18,75
0.21,66
0.02,56
0.23,87
0.33,84
0.33,84
0.25,83
0.52,78
0.57,80
0.29,80
0.21,74
0.18,82
0.09,64
1.71,88
1.53,89
0.64,88
0.22,88
0.12,86
0.23,66
0.09,61
0.17,73
0.65,60
0.15,65
0.08,73
0.04,61
0.32,78
0.12,76
0.11,76
0.13,61
0.51,62
0.46,76
0.19,50
0.19,62
0.05,39
0.12,49
0.2,51
0.31,59
0.41,59
0.18,61
0.31,66
0.15,30
0.11,72
0.17,72
0.45,78
1.44,74
0.97,75
0.6,71
0.92,71
0.43,53
0.37,54
0.06,36
1.02,61
0.61,70
0.57,66
2.23,79
0.88,78
0.02,87
0.24,62
0.07,72
0.03,72
0.13,72
1.06,84
0.9,86
0.76,87
0.32,87
0.82,86
0.75,86
0.62,88
0.11,77
0.24,70
0.79,85
0.44,86
0.16,53
0.05,77
0.42,64
0.05,60
0.11,61
0.13,73
0.01,66
0.01,76
0.01,73
0.12,76
1.15,76
0.39,69
0.62,46
2.04,78
1.52,83
1.23,80
0.77,77
6.44,87
1.34,80
0.08,71
0.25,56
0.03,85
0.14,81
0.1,87
1.34,88
0.71,77
0.57,67
0.47,67
0.03,59
0.55,47
0.05,75
0.47,79
0.56,56
0.1,71
0.53,82
0.35,78
1.74,78
0.79,75
2.01,89
0.93,85
0.73,85
2.56,86
1.67,87
0.51,91
1.11,79
0.83,82
0.63,82
0.04,75
0.1,28
0.21,68
0.12,78
0.77,57
0.51,56
0.81,60
0.64,57
0.2,65
1.11,69
0.32,67
0.71,73
0.2,73
0.28,69
0.36,73
0.31,54
0.11,66
0.07,53
3.09,67
0.69,65
2.41,66
0.27,66
1.94,77
1.66,72
0.79,73
0.28,72
3,73
1.02,72
0.85,71
0.49,72
0.61,62
0.46,62
0.33,61
0.2,57
0.36,48
0.46,49
0.24,51
0.21,48
0.54,70
0.51,73
0.49,66
1.08,40
0.26,63
1.69,53
1.09,75
0.61,58
0.54,55
0.01,49
0.18,51
0.02,33
0.07,56
0.44,83
1.62,80
5.78,87
1.76,75
1.41,77
0.7,65
1.57,84
1.73,78
5.21,89
0.06,50
0.07,57
0.26,78
0.65,63
0.13,58
0.31,61
0.78,73
1.48,68
0.75,58
0.64,72
0.24,53
0.04,73
0.14,54
1.23,57
0.76,56
2.07,71
0.09,67
0.15,38
6.27,87
0.28,69
0.07,69
0.03,59
0.09,48
0.95,79
0.7,80
0.18,80
0.16,64
0.24,57
4.73,62
0.34,73
0.03,54
0.02,74
0.1,78
0.06,76
0.05,75
0.02,66
0.27,66
0.29,69
0.08,37
0.03,77
0.83,49
0.76,51
0.41,54
0.02,81
0.01,56
0.2,49
0.03,70
0.09,65
0.01,61
0.16,74
0.03,80
0.39,71
0.37,72
0.17,72
0.02,72
2.09,74
1.29,74
0.2,75
0.29,79
0.11,78
0.51,62
0.49,54
0.34,52
0.19,49
0.54,58
0.18,65
0.23,64
0.45,65
0.29,64
0.23,59
0.83,75
1.87,78
0.08,70
1,72
2.11,78
0.16,75
0.86,72
0.32,71
1.39,69
0.05,66
0.57,57
0.34,62
0.13,61
0.71,59
0.3,60
0.25,43
0.34,62
0.24,59
0.91,57
0.24,58
0.14,63
0.26,64
0.6,68
0.15,65
0.19,63
0.07,58
0.02,70
0.16,68
0.47,60
0.19,55
0.24,67
0.05,57
0.01,46
0.1,57
0.07,72
1.29,66
0.33,60
0.2,63
0.19,68
0.07,72
0.08,69
0.06,68
0.35,69
0.15,68
0.06,64
0.29,72
0.03,45
3.9,81
1.26,79
0.91,78
0.39,68
0.37,77
0.35,79
1.05,70
0.47,70
0.93,79
0.41,76
0.02,67
0.13,51
0.12,53
0.14,71
0.09,79
0.04,60
0.11,43
0.06,0.41
0.01,0.25
0,0.02
0.01,64
0.32,75
0.08,75
0.03,71
0.36,87
0.28,78
0.16,75
0.02,71
0.07,61
0.47,41
0.02,40
1.08,90
0.05,81
0.03,79
0.04,50
0.19,69
0.2,64
0.14,66
0.08,57
1.06,72
0.86,76
0.05,43
0.04,35
0.02,84
0.45,69
0.35,60
0.55,80
0.54,82
3.18,62
1.2,65
0.45,63
0.15,70
0.08,48
3,73
0.51,59
0.47,59
0.23,57
0.16,63
0.14,48
0.07,40
0.07,32
0.06,37
0.1,84
0.36,31
0.16,83
0.84,86
0.38,86
1.59,83
0.95,85
0.54,89
0.27,87
2.62,90
1.63,92
0.56,91
0.36,91
0.88,86
0.42,88
0.23,90
0.11,88
0.21,64
0.36,58
0.44,92
0.14,65
0.3,62
0.32,79
0.44,80
0.24,77
0.33,75
0.26,82
0.31,77
0.26,80
0.02,40
0.13,79
0.1,73
0.2,69
0.03,59
0.35,59
0.43,74
0.19,77
0.12,66
0.12,74
0.27,51
0.21,68
0.02,75
0.26,44
0.08,63
0.96,76
0.64,74
0.19,77
0.26,77
0.53,72
0.29,60
0.06,71
0.04,69
0.08,77
0.1,64
0.55,67
0.99,70
0.43,71
0.18,73
0.17,78
4.2,80
0.38,78
0.34,85
0.54,72
0.52,77
0.47,79
0.07,79
0.45,74
0.45,75
0.15,74
0.09,66
0.01,61
0.15,83
0.06,83
0.12,81
0.03,72
0.87,69
0.52,68
1.34,84
0.88,84
0.05,84
1.2,82
0.72,84
0.19,83
0.16,59
0.13,66
1.03,81
0.49,84
0.15,80
0.54,77
0.3,79
0.41,62
0.23,64
0.1,61
0.66,65
0.25,64
0.05,61
0.1,70
0.32,61
0.27,64
0.02,62
2.66,85
0.28,61
0.07,83
4.27,89
5.1,80
0.32,75
0.19,54
0.17,53
0.22,61
0.19,65
0.07,71
0.17,51
0.17,53
0.02,90
0.07,64
0.05,66
4.05,84
3.11,82
1.17,84
4.93,93
3.94,90
0.98,91
7.16,87
4.22,88
1.29,84
0.1,47
0.19,51
0.26,40
0.25,39
0.09,42
0.15,77
0.5,64
0.27,62
0.24,61
0.39,36
0.15,47
0.11,45
0.05,39
0.04,35
0.41,66
1.13,73
0.47,72
0.05,89
2.26,76
0.88,77
0.16,74
1.59,85
1.38,85
0.48,85
3.35,90
3,91
0.96,88
4.04,85
1.63,82
0.63,80
0.57,85
0.08,78
0.24,78
0.08,38
0.65,64
0.41,69
0.96,65
0.38,33
0.14,40
0.01,81
0.14,74
0.06,77
0.11,67
0.16,81
0.05,84
0.08,78
0.04,68
0.13,61
0.31,58
0.12,74
0.18,84
0.14,30
0.29,75
0.04,71
0.05,70
0.16,77
0.15,62
6.47,86
4.22,84
3.01,87
1.16,88
0.4,87
6.08,82
2.18,82
0.28,82
8.57,82
3.25,84
0.2,81
7.59,85
2.65,84
0.12,84
0.32,85
0.05,72
0.12,73
0.58,79
4.21,80
0.68,80
0.11,77
3.14,83
1.75,81
1.35,79
1.35,82
1.02,65
0.02,77
2.58,87
2.28,82
1.94,87
1.35,84
0.49,84
0.02,77
0.89,80
3.62,91
2.62,90
1.15,83
0.98,75
0.05,72
5.07,89
3.52,88
1.2,68
1.07,73
0.18,83
8.16,88
5.16,90
0.47,69
0.44,57
0.4,86
0.29,68
0.63,82
0.18,81
0.15,81
3.4,88
0.63,88
0.08,86
0.79,82
0.07,83
0.05,82
3.7,81
0.97,81
0.14,78
0.08,75
0.31,59
0.1,60
1.23,76
0.89,77
0.37,59
0.13,58
0.11,63
0.08,63
0.04,43
0.32,63
0.32,63
0.57,77
0.48,72
0.24,77
0.13,76
0.11,72
0.04,71
0.03,57
0.18,36
0.11,37
0.07,58
0.6,32
0.19,23
0.09,45
1.48,85
0.68,85
1.11,84
0.78,86
0.87,88
0.6,88
0.17,87
1.67,83
1.56,84
1.47,86
0.52,74
0.33,83
1.52,88
1.4,87
1.49,80
0.58,71
0.58,67
0.8,80
0.52,89
0.47,75
0.25,64
0.66,77
0.39,66
0.54,69
0.21,76
0.24,75
0.5,63
2.08,77
1.21,85
0.56,77
0.61,85
5.3,94
2.45,83
1.16,88
0.75,80
2.13,87
0.26,83
0.28,92
9.72,92
7.86,90
8.05,92
1.27,85
0.8,86
5.29,85
0.19,66
0.25,77
0.23,87
0.3,63
5.95,92
1.37,81
5.33,83
2.16,82
2.63,79
0.73,79
0.13,86
0.02,86
0.05,43
0.02,42
0.21,82
0.89,62
0.97,88
2.01,92
0.54,85
0.49,78
0.61,81
0.89,85
0.09,78
0.04,67
0.31,58
0.39,69
0.26,46
0.66,60
0.16,59
0.3,49
0.06,55
0.02,40
3.83,59
0.38,70
0.17,71
0.29,74
0.11,80
0.01,79
0.16,73
0.04,73
0.47,48
0.06,64
0,0
0.32,75
0.44,53
0.07,87
1.26,85
1.51,84
1.15,86
0.64,85
0.46,80
0.35,81
0.09,81
0.35,69
0.41,77
0.01,82
0.29,58
0.86,53
1,51
0.26,50
0.47,37
0.09,64
0.2,71
0.09,72
0.26,73
0.48,68
1.96,85
1.4,86
1.08,91
1.05,92
4.05,90
5.49,92
4.57,91
2.2,79
1.8,87
0.89,70
0.67,68
0.36,57
0.33,63
0.16,62
0.36,67
0.52,81
0.23,82
0.13,83
0.65,73
0.02,46
1.06,81
0.05,85
0.09,67
0.19,83
0.1,54
0.11,66
1.23,32
0.32,59
1.43,77
0.21,54
0.13,60
0.41,69
0.22,70
0.2,71
0.08,61
0.06,59
0.56,75
0.02,73
0.04,72
0.54,75
0.29,58
0.2,58
0.05,63
0.31,66
0.24,67
0.02,67
0.15,35
0.22,70
0.18,67
0.09,58
0.01,61
0.27,67
0.56,56
0.73,84
0.3,74
0.07,71
0.04,71
0.14,64
0.05,43
0.07,59
0.05,58
0.07,61
1.21,70
0.17,49
0.16,77
1.04,86
0.65,89
0.24,42
0.21,43
0.14,50
0.14,47
0.1,71
0.11,62
0.08,67
0.22,61
0.07,50
0.03,67
0.17,71
0.21,68
0.06,70
0.1,69
0.25,52
0.24,53
0.08,58
2.48,25
0.13,24
1.88,29
0.58,33
0.95,52
1.35,60
1.15,73
0.18,60
0.17,54
0.4,59
0.18,61
6.09,94
0.02,87
1.57,79
3.28,82
6.75,93
6.21,91
1.35,84
0.15,66
0.03,70
0.06,60
0.23,74
0.75,55
0.24,83
0.14,79
0.12,80
0.02,35
0.38,73
0.15,49
0.44,69
0.22,68
0.17,68
0.86,76
0.84,78
0.63,79
0.43,64
0.4,55
0.18,54
0.09,69
0.07,61
0.24,49
0.77,69
0.38,83
0.06,79
0.05,82
0.12,65
0.05,65
0.12,59
0.2,78
0.14,79
0.07,82
0.09,73
0.29,69
0.01,53
0.17,68
0.02,71
0.07,27
0.11,69
0.08,70
0.07,73
4.45,94
2.25,80
3.18,91
1,86
0.55,84
2.6,91
0.2,73
4.07,93
4.8,92
0.66,71
0.71,73
0.47,62
0.14,63
0.16,44
0.12,28
0.33,45
0.32,44
0.64,60
0.49,61
0.36,60
0.11,58
0.78,72
0.5,72
1.76,91
0.78,79
1.22,86
0.07,80
0.16,37
0.03,56
0.06,63
1.53,64
0.14,66
0.06,76
0.09,82
0.03,71
0.07,64
0.05,63
0.25,89
0.2,90
0.29,71
0.49,77
0.38,68
0.07,78
0.06,76
0.08,76
0.23,73
0.18,71
0.24,68
1.32,93
1.06,90
7.69,88
3.54,78
20.81,95
1.95,93
0.97,93
16.15,95
0.04,94
5.03,86
0.97,75
3.42,70
13.1,97
0.01,93
11.01,98
10.5,98
0.88,90
21.04,97
16.27,97
12.61,97
5.48,97
1.17,96
10.95,96
9.49,93
14.98,95
11.66,89
10.7,84
4.19,80
3.23,81
0.04,46
0.1,24
0.56,83
0.13,80
0.08,72
0.41,76
0.41,75
0.36,76
0.17,61
0.13,42
0.13,59
0.54,74
0.04,39
0.01,70
0.1,61
0.14,65
0.17,66
0.02,36
1.1,87
0.87,87
0.37,82
0.27,78
0.06,80
0.18,75
0.09,75
0.02,78
0.05,79
0.09,70
0.01,45
0.01,75
0.02,57
0.22,60
0.11,81
0.11,77
0.02,84
0.52,41
0.03,83
0.03,89
0.01,84
0.03,84
2.31,90
0.05,60
0.1,73
0.16,77
0.12,79
0.06,67
0.35,87
0.15,86
0.04,77
0.04,75
0.03,76
1.03,67
2.38,91
1.27,73
1.23,70
0.99,70
0.79,71
0.93,85
0.8,84
0.62,86
3.46,71
1.57,72
0.58,74
0.42,71
0.35,73
0.22,69
0.29,57
0.28,50
